Name,Coefficient,Coefficient_std_error,Coefficient_P_value,Phenotype
Neur_Gly_8,1.1725618309798468e-08,2.566211928054333e-07,0.4817777415765085,20002_1265
Neur_CB_GABA_1,9.618281324369245e-09,3.215334790380687e-07,0.4880679084921909,20002_1265
Neur_MB_GABA_IPC,-1.1790185886789796e-09,2.067826163977457e-07,0.50227464873045,20002_1265
Per_4,-2.1171324077519703e-09,7.057643966218292e-08,0.5119655649816705,20002_1265
End_early_2,-1.4041133830090363e-08,2.969035665853636e-07,0.5188597082040136,20002_1265
Neur_late,-1.4807091398613549e-08,2.3112251938871226e-07,0.5255411560940613,20002_1265
Floor_plate,-4.510460560883639e-09,6.987480568826532e-08,0.5257340905375935,20002_1265
Neur_Tel_Glut_SATB2_2,-5.747527445675689e-09,8.68999372781864e-08,0.5263666598140856,20002_1265
Neur_MB_GABA_TAL2,-6.442290490426296e-09,8.97981700825635e-08,0.5285963409059311,20002_1265
Gbl_late,-5.4048115470633484e-08,5.115438839390427e-07,0.5420726913650992,20002_1265
Neur_CB_IPC_1,-1.4898437370243015e-08,1.3936960421233438e-07,0.5425653501060116,20002_1265
Neur_Tel_Glut_NBL_1,-1.4090076048891964e-08,1.117394141597994e-07,0.5501726808996629,20002_1265
Per_1,-7.277363611544608e-09,5.7002385572737226e-08,0.5507940247786779,20002_1265
Gbl_MB,-4.5168949320009914e-08,3.520633775274315e-07,0.5510433385642446,20002_1265
Neur_Gly_5,-2.896493604266969e-08,2.1981962584794405e-07,0.5524156396086753,20002_1265
Gbl_CB_VZ,-1.1359181330171513e-08,7.744031031620924e-08,0.5583089031312883,20002_1265
VLMC_MGP_2,-1.5440944488249022e-08,1.0309791991520537e-07,0.5595268420279822,20002_1265
Neur_MB_Glut_NBL_2,-2.074627544499077e-08,1.0005417911463915e-07,0.5821318974983513,20002_1265
Schwl_1,-4.9437539676907615e-08,1.8408434181649282e-07,0.6058655354731027,20002_1265
Rgl_CB_1,-3.7241000685351215e-08,1.2209851945501852e-07,0.6198198938010324,20002_1265
Neur_HB_IPC_1,-2.6871274417452883e-08,8.323355414012496e-08,0.6265924907151965,20002_1265
Neur_Purk_prog,-2.597613893266685e-08,7.116233582449268e-08,0.6424541904269925,20002_1265
Neur_SER,-5.950548563422796e-08,1.5451338286054038e-07,0.6499240463326064,20002_1265
Rgl_CB_2,-3.5154116662755664e-08,9.008133175322036e-08,0.6518236489395893,20002_1265
Neur_MB_GABA_2,-4.3048981698591384e-08,9.735620004699656e-08,0.6708205850323442,20002_1265
Gbl_HB_3,-4.860118808399011e-08,1.0988829478001643e-07,0.6708560178869803,20002_1265
Neur_HB_Glut_NBL_2,-3.053768574634819e-08,6.694825325627689e-08,0.675854860087938,20002_1265
Neur_HB_Glut_NBL_4,-2.2661811005294e-08,4.55563104651351e-08,0.6905627640309776,20002_1265
PreOPC,-6.74305456819473e-08,1.2479851063328868e-07,0.7055101983218026,20002_1265
Rgl_Tel_2,-1.909566249557255e-07,2.2108030501791283e-07,0.8061355302021505,20002_1265
Neur_HB_Glut_NBL_1,-5.249361565883855e-08,5.976606507944772e-08,0.8101144371831012,20002_1265
Neur_GABA_IPC,-4.783370979568661e-07,4.656125315649718e-07,0.8478671342233283,20002_1265
Neur_Tel_Glut_SATB2_1,-1.0840600714150508e-07,1.0114640051246917e-07,0.8580890562349557,20002_1265
Gbl_HB_1,-8.227091883418216e-08,7.149637442158043e-08,0.8750722791201819,20002_1265
Neur_CB_NBL_1,-9.328951021924228e-08,8.01595375677239e-08,0.8777470603831479,20002_1265
Neur_CB_GNP_IPC_1,-7.328577677074232e-08,5.628424552420074e-08,0.903553009725896,20002_1265
Neur_CB_GNP_IPC_2,-1.3325760202087224e-07,9.879543846061628e-08,0.911303156203906,20002_1265
Neur_HB_Glut_NBL_3,-9.62143679966481e-08,6.26372170618692e-08,0.9377378625788104,20002_1265
VZ_prog,-1.8853993172918298e-07,9.623711507015925e-08,0.9749505563223082,20002_1265
Neur_CB_GNP_IPC_4,-1.5092602661354082e-07,7.196332093478555e-08,0.9820148598543762,20002_1265
Neur_CB_GNP_IPC_3,-1.7189679347585079e-07,6.996177255091103e-08,0.9929950658720036,20002_1265
Neur_DA,1.131420746679742e-06,3.406915993492999e-07,0.0004485534154435,20544_6
Neur_HB_Glut_NBL_3,4.775661066536379e-07,1.9682618222443066e-07,0.0076261078680597,20544_6
Rgl_CB_3,8.937975633342866e-07,4.259619378683421e-07,0.0179391574496982,20544_6
Neur_Tel_Glut_NBL_1,5.351529850355074e-07,2.9025842331259746e-07,0.032612549855868,20544_6
Neur_Purk_1,3.580935279828646e-07,1.9993038705849466e-07,0.0366393421381675,20544_6
Neur_GABA_1,1.1613105996010866e-06,6.559521986363064e-07,0.0383286372649543,20544_6
Neur_HB_Glut_NBL_1,2.96039024088752e-07,1.7474106322083889e-07,0.0451176024007861,20544_6
Neur_DRG_1,6.452093274116294e-07,3.8639404032792425e-07,0.0474772782483552,20544_6
Neur_Gly_3,5.21388363841112e-07,3.318208018435559e-07,0.058057072084355,20544_6
Neur_HB_Glut_NBL_4,2.2543730643954658e-07,1.456129698622696e-07,0.0607876488664219,20544_6
Neur_MB_Glut_NBL_1,3.383059985610497e-07,2.2024554264645685e-07,0.0622642655213813,20544_6
Neur_MB_Glut_NBL_2,4.470902269620737e-07,2.96099995974658e-07,0.0655306605871372,20544_6
Neur_HB_Glut_NBL_2,3.359528122228304e-07,2.249621734640392e-07,0.0676695694114116,20544_6
Roof_plate,2.842271905186133e-07,1.9616287618977499e-07,0.0736779151853044,20544_6
Neur_CB_IPC_1,5.241548677386514e-07,3.838946988742418e-07,0.0860698003601452,20544_6
Rgl_CB_2,3.1388154234877025e-07,2.3320762034917925e-07,0.0891622629096876,20544_6
Neur_Purk_NBL_1,2.790541726509917e-07,2.127552111780175e-07,0.0948240458796974,20544_6
Neur_Purk_prog,2.431951028316885e-07,1.927631176967833e-07,0.1035415656444673,20544_6
VZ_prog,3.6050287347223243e-07,2.872206469580046e-07,0.1047134966924556,20544_6
Neur_Purk_2,2.737776006854536e-07,2.244336011363335e-07,0.1112589521022545,20544_6
Neur_SER,4.566353922763573e-07,4.132016996730045e-07,0.1345548829991396,20544_6
VSMC,1.817710362790468e-07,1.6999645218037104e-07,0.1424754301609296,20544_6
Neur_Tel_Glut_PCNA,4.797070613504693e-07,4.524583445432902e-07,0.1445214201354395,20544_6
Neur_CB_NBL_1,2.141475562702073e-07,2.066790377391869e-07,0.1500693893520051,20544_6
Neur_MB_Glut,2.597526227949186e-07,2.67331082946388e-07,0.1656119995082164,20544_6
VLMC_SLC6A13_2,2.1410494773409605e-07,2.215607702186042e-07,0.1669348787887493,20544_6
Per_6,1.562846595497547e-07,1.6474332992959585e-07,0.1713979368472751,20544_6
End_8,1.931402609468104e-07,2.0425799377434905e-07,0.1721839386676403,20544_6
Neur_HB_IPC_1,1.995360207944977e-07,2.1389709319275134e-07,0.1754461546986226,20544_6
End_6,2.0195513256161962e-07,2.2002071066822677e-07,0.179337845087057,20544_6
Rgl_CB_1,2.8997020896888055e-07,3.1763731017098134e-07,0.1806483068865153,20544_6
Neur_MB_GABA_TFAP2B,2.1678838941461718e-07,2.440605160054182e-07,0.1872013417747288,20544_6
Per_5,1.5443803155211045e-07,1.791904909894536e-07,0.1943808762908986,20544_6
Rgl_Tel_2,6.966532470366065e-07,8.230277900008839e-07,0.1986504122498117,20544_6
Rgl_Tel_ventral,3.086319180351839e-07,3.697651378912607e-07,0.2019517302840322,20544_6
Neur_Int_LGE_CGE,2.6882787893643414e-07,3.314988333931608e-07,0.2086981453064048,20544_6
Neur_CB_GNP_IPC_4,1.556926934390883e-07,1.940655730577353e-07,0.2111988339219336,20544_6
Per_4,1.444417765972154e-07,1.8022212497587532e-07,0.2114311670018522,20544_6
Neur_Purk_NBL_2,1.392315388831133e-07,1.9273626181997854e-07,0.2350261058619056,20544_6
Rgl_MB_2,1.725265139732885e-07,2.4080544023349244e-07,0.2368548987954227,20544_6
Neur_Purk_4,1.3256455901193756e-07,1.8702603826811674e-07,0.2392234641393991,20544_6
PreOPC_1,3.709209748917842e-07,5.400127701945035e-07,0.2460809242200934,20544_6
Neur_Gly_6,3.69261024385264e-07,5.37847216323769e-07,0.2461819903709913,20544_6
End_10,1.548432509555183e-07,2.506607349423028e-07,0.2683732535899479,20544_6
Per_7,1.7861508481933092e-07,2.9018379346165775e-07,0.2691043673905041,20544_6
PreOPC,1.8644979687732198e-07,3.08405193676821e-07,0.2727353152541457,20544_6
Mic_2,8.972970556903669e-08,1.492851662401775e-07,0.2738992010639447,20544_6
Neur_Gly_5,3.2463229902514014e-07,5.630288440129494e-07,0.2821109295647315,20544_6
Neur_Purk_3,1.2317910877198984e-07,2.140721954722133e-07,0.2825072948761766,20544_6
Neur_Int_MGE,1.7744668575465742e-07,3.105680454244522e-07,0.2838772434805982,20544_6
Per_3,8.166401216749911e-08,1.4894733137475533e-07,0.2917517434280647,20544_6
Neur_MB_GABA_2,1.433569173746954e-07,2.691520104435295e-07,0.297146817866345,20544_6
OPC_2,2.1643927049943585e-07,4.125838504748767e-07,0.29993251187471,20544_6
Neur_MB_GABA_1,9.90246017392372e-08,2.13406901619785e-07,0.3213174951391894,20544_6
Mic_5,7.613988600556265e-08,1.6421269469589846e-07,0.3214434369499458,20544_6
Per_1,6.659995519676497e-08,1.4489383256159973e-07,0.3228849580869347,20544_6
Mic_4,7.046185739090713e-08,1.6262527789559707e-07,0.3324066277598885,20544_6
Rgl_MB_1,1.277376958197048e-07,3.044589531676753e-07,0.3374047802820457,20544_6
Mic_1,6.405447982023845e-08,1.5349958203907994e-07,0.3382316282032938,20544_6
OPC_4,1.0911210347137617e-07,2.626614768483951e-07,0.3389210338926093,20544_6
Gbl_HB_4,2.917088325077815e-07,7.623054030515865e-07,0.3509834834232343,20544_6
Neur_Tel_Glut_NBL_2,7.68164921899788e-08,2.4557544313690693e-07,0.3772155441498788,20544_6
Per_2,4.017507306070661e-08,1.4009542586723242e-07,0.3871444695698395,20544_6
OPC_5,8.550189134685346e-08,3.00351094696012e-07,0.3879472826623064,20544_6
Neur_Purk_6,4.664056837079652e-08,1.7842275068612914e-07,0.3968901672999156,20544_6
OPC_3,1.0035932648018173e-07,3.908705527942273e-07,0.3986826144423369,20544_6
Mic_3,3.3346888282116954e-08,1.4403404129185025e-07,0.4084550822807876,20544_6
End_2,4.9482639046234864e-08,2.165411883846629e-07,0.4096234338577615,20544_6
Mic_6,3.465481495558439e-08,1.5836646601261298e-07,0.4133925142852164,20544_6
OPC_6,5.7425159761877794e-08,2.697686321607148e-07,0.4157148882079136,20544_6
Gbl_HB_5,3.40729787350183e-08,1.905112152854149e-07,0.429027643254085,20544_6
Mic_active_1,2.3033029712376412e-08,1.4789367128020497e-07,0.4381187983938044,20544_6
Neur_Purk_5,2.972501974682459e-08,1.960966784867709e-07,0.4397577262959749,20544_6
Neur_HB_Glut_2,5.4760443436185454e-08,3.86471723399642e-07,0.4436611443224958,20544_6
Neur_MB_GABA_TAL2,2.9400297210824976e-08,2.497093327058164e-07,0.4531375968521094,20544_6
VLMC_MGP_2,3.807469820268027e-08,3.308504480176652e-07,0.4541903426775827,20544_6
Rgl_Tel_dorsal,3.0234353366459495e-08,2.902865584336531e-07,0.458523777932577,20544_6
End_5,1.55492560720175e-08,1.8568436185111466e-07,0.4666314747751242,20544_6
End_7,1.6213093627241322e-08,2.081262589324817e-07,0.4689536887592239,20544_6
Gbl_late,1.232843562667778e-07,1.5989583141410357e-06,0.4692708347264531,20544_6
Neur_DRG_2,4.543028603048369e-08,6.169051719165548e-07,0.4706475251443352,20544_6
Neur_Gly_1,6.492491145076235e-08,1.2595646024389408e-06,0.4794454154636895,20544_6
Mic_dividing,4.243452811310558e-09,1.431124299048056e-07,0.4881726226574607,20544_6
Neur_GABA_IPC,3.4241722880249365e-08,1.572457703685685e-06,0.4913133488783121,20544_6
Neur_Gly_7,5.929669113934742e-09,1.0125384035214482e-06,0.4976637111356868,20544_6
Gbl_HB_1,-1.3341233240353072e-09,2.080728091371147e-07,0.5025579245871785,20544_6
Gbl_CB_VZ,-4.6366536347820704e-09,2.0573058659375258e-07,0.5089904015881626,20544_6
Neur_Gly_8,-8.37564321029455e-08,7.244117328334858e-07,0.5460231155575611,20544_6
End_3,-2.5145477795036802e-08,1.745844031660303e-07,0.5572618049373592,20544_6
Neur_CB_GABA_1,-1.81246027950995e-07,1.014709821600576e-06,0.5708813980048095,20544_6
Gbl_HB_3,-6.552663762125411e-08,3.1269678041371244e-07,0.582991828506481,20544_6
PVM,-4.427560245208529e-08,1.867807785817755e-07,0.5936893773179517,20544_6
Gbl_General_2,-1.3128385567657421e-07,5.463723792483122e-07,0.5949444650623605,20544_6
Mic_active_2,-4.0703347180873866e-08,1.6266851662722478e-07,0.5987924146544411,20544_6
Neur_CB_GNP_IPC_3,-3.9875952262569504e-08,1.467805890894937e-07,0.6070622971198726,20544_6
Gbl_General_1,-6.283469851366384e-08,2.116711449147657e-07,0.6167096996094104,20544_6
PreOPC_4,-4.924720568734036e-07,1.6379098867113555e-06,0.6181673200526658,20544_6
VLMC_SLC6A13_1,-3.250010255227549e-07,9.866497680988129e-07,0.6290727768236125,20544_6
Immune_uncertain,-6.905616047387059e-08,2.0387417744280653e-07,0.6325894772573637,20544_6
Rgl_CB_VZ,-1.6506468665149118e-07,4.360955709871638e-07,0.6474725431318434,20544_6
PreOPC_2,-1.6727829849611225e-07,4.175309924461947e-07,0.6556562418343463,20544_6
Neur_Gly_4,-1.706932464362221e-07,4.19117897259606e-07,0.6580943648125512,20544_6
Schwl_2,-1.073652137220227e-07,2.6180096336914906e-07,0.6591345983419172,20544_6
End_early_1,-1.3790232030479298e-07,3.192441172191917e-07,0.6671166143938402,20544_6
Neur_Gly_2,-1.531642870599195e-07,3.340014445562874e-07,0.6767298462292085,20544_6
Schwl_3,-1.744815458693666e-07,3.7033850837669213e-07,0.6812298705756323,20544_6
End_4,-9.072451418110964e-08,1.9031908098214762e-07,0.6832110114239733,20544_6
Neur_CB_GNP_IPC_1,-6.708830261726154e-08,1.4073306793762248e-07,0.6832142670989576,20544_6
Floor_plate,-1.0205819789607985e-07,2.123967445309989e-07,0.6845666626709354,20544_6
End_1,-1.1092907959778157e-07,2.2756182973932678e-07,0.687036595297366,20544_6
Neur_CB_GNP_IPC_2,-1.0362276989588357e-07,2.0722584485517322e-07,0.6914791913829308,20544_6
End_9,-9.566144857363695e-08,1.8502780771347e-07,0.6974258291546183,20544_6
VLMC_MGP_1,-1.884043819467e-07,3.603366073732925e-07,0.6994629840682864,20544_6
PreOPC_3,-3.450078045904541e-07,6.461228395886144e-07,0.7033175656713516,20544_6
End_early_2,-4.886212766650459e-07,8.792073309921644e-07,0.7108098155507602,20544_6
Neur_late,-3.8065730743683897e-07,6.834056022087336e-07,0.7112364788599065,20544_6
Neur_HB_Glut,-1.573075828341387e-07,2.688256451437009e-07,0.7207818921854243,20544_6
Gbl_MB,-5.429951313426471e-07,9.018971846184752e-07,0.7264324990500864,20544_6
Neur_GABA_3,-2.637437081867298e-07,4.221550369280323e-07,0.7339342504663625,20544_6
Neur_HB_NBL,-2.6591286518946e-07,4.037298445512471e-07,0.7449367059949996,20544_6
Rgl_Tel_1,-3.353474052275973e-07,5.013771429730429e-07,0.7482052451076802,20544_6
Neur_HB_GABA_1,-2.3505130633393835e-07,3.425611434166813e-07,0.7536934785887844,20544_6
Schwl_1,-3.107529818984247e-07,4.2719426954487525e-07,0.7665180310806972,20544_6
Neur_Glut_1,-5.945226581209428e-07,7.87171130847015e-07,0.7749549470280299,20544_6
Gbl_CB_1,-2.2506098098798305e-07,2.800887970652689e-07,0.7891670363607513,20544_6
Gbl_HB_2,-1.930622269329484e-07,2.268428118870173e-07,0.8026385792389932,20544_6
T_Cell_immature,-3.88115291552328e-07,4.502657090812876e-07,0.8056478389535224,20544_6
Neur_GABA_2,-1.0322875250061984e-06,9.930877704886704e-07,0.8507075022051367,20544_6
Neur_MB_GABA_IPC,-6.857873870194534e-07,6.086375243561327e-07,0.8700776588132395,20544_6
VLMC_SLC6A13_3,-1.4275820569581967e-06,1.2487705799502455e-06,0.8735201462991009,20544_6
Gbl_Di,-5.411168962086166e-07,4.362521584168512e-07,0.8925819032007782,20544_6
COP,-2.831368846996031e-07,2.2602932371925567e-07,0.8948344537060419,20544_6
Neur_Tel_Glut_SATB2_1,-4.35153327228417e-07,2.424242885252799e-07,0.9636737183009312,20544_6
Neur_Tel_Glut_SATB2_2,-3.9251375223201573e-07,2.061902628496773e-07,0.971522000868404,20544_6
OPC_1,-1.3248917924514231e-06,6.84972155966333e-07,0.973457401778916,20544_6
Neur_Tel_Glut_SATB2_1,2.3475422507630018e-07,9.585055453277717e-08,0.0071593085760851,317
Neur_GABA_3,2.9653633221056097e-07,1.676700718449041e-07,0.0384827939648738,317
End_early_2,5.480712094546248e-07,3.168738960742877e-07,0.0418491568589817,317
Neur_Tel_Glut_SATB2_2,1.3409490306544457e-07,7.808630784820196e-08,0.0429653590190378,317
End_early_1,1.8693779600506198e-07,1.164682809244338e-07,0.0542410401796647,317
End_1,1.2294034692330834e-07,7.807230387805983e-08,0.0576630165916208,317
Neur_CB_GNP_IPC_3,8.867858972178176e-08,5.873540839033909e-08,0.0655475147080935,317
PreOPC_1,2.784114386519729e-07,1.866123139909979e-07,0.0678595008636344,317
Neur_HB_Glut_NBL_3,1.0057922248863684e-07,6.936703396639883e-08,0.0735352432100821,317
Rgl_Tel_dorsal,1.253018437214114e-07,1.0028692502877009e-07,0.1057532810511628,317
Neur_DRG_2,2.1241823751973645e-07,1.705254799944782e-07,0.1064430412665905,317
Neur_DA,1.2671384949587793e-07,1.0647818785825736e-07,0.1170143262134725,317
Neur_HB_Glut_NBL_4,6.124796765077739e-08,5.32994687739335e-08,0.1252513866929452,317
End_3,6.605566677795251e-08,5.8768090677724795e-08,0.1305053115794774,317
Gbl_HB_3,1.1052984040067477e-07,1.0451845971215288e-07,0.1451383030245999,317
Neur_CB_GNP_IPC_2,8.288275198126437e-08,8.479799228040897e-08,0.164182096516121,317
Neur_CB_GNP_IPC_4,7.394705584508605e-08,7.566903090659435e-08,0.1642243502957962,317
End_4,5.8260158105826143e-08,6.17823903374243e-08,0.1728430841203187,317
End_7,6.051189053015553e-08,6.433342107148425e-08,0.1734554403153201,317
Gbl_CB_VZ,7.423532025313549e-08,8.043197610309412e-08,0.1780145969233647,317
Neur_SER,1.4135065490987474e-07,1.5539632194975808e-07,0.1815130819567392,317
OPC_6,9.113750851997434e-08,1.064666382489531e-07,0.1959935225047228,317
Neur_HB_Glut_NBL_2,6.472986744753158e-08,7.571978164159141e-08,0.1963141277771516,317
Neur_GABA_2,2.4148355427874376e-07,3.000626719508229e-07,0.2104741715208065,317
Neur_HB_Glut_2,1.145453872980642e-07,1.4978643398221726e-07,0.2222177444267713,317
VZ_prog,6.479775927873948e-08,8.60537466496279e-08,0.2257274428076577,317
Neur_MB_Glut,7.160680463963729e-08,9.53502955019118e-08,0.226330327269751,317
T_Cell_immature,9.93767639436965e-08,1.3423090430499208e-07,0.2295462787533231,317
Neur_HB_Glut_NBL_1,4.665002799937046e-08,6.41868245535573e-08,0.2336788046239005,317
End_9,3.511293103019438e-08,5.3945534439102286e-08,0.2575568211612126,317
Gbl_HB_1,4.212128483167005e-08,6.966948413011503e-08,0.2727266258426318,317
Neur_Purk_3,4.0782297358502585e-08,6.973049901515939e-08,0.2793222893918248,317
End_10,4.251544297204615e-08,7.326950169435332e-08,0.2808692717972395,317
End_2,4.4811221668196285e-08,7.763708943890186e-08,0.2819061212571743,317
Neur_HB_NBL,1.186615614208449e-07,2.0745585844349265e-07,0.2836661953939253,317
OPC_5,6.368049656317709e-08,1.2233018545685002e-07,0.3013358193838792,317
Immune_uncertain,3.814059894528286e-08,7.396579232888013e-08,0.3030487887368015,317
PreOPC_4,2.309712467440697e-07,4.498977378226969e-07,0.3038406320661863,317
Neur_CB_GNP_IPC_1,2.607568509959236e-08,5.1847471085660424e-08,0.3075064967768866,317
End_5,2.7882473761766173e-08,5.766103995061293e-08,0.3143496918149377,317
OPC_4,4.653935390618935e-08,9.652496748914567e-08,0.3148502821242511,317
Rgl_Tel_1,8.404955396343328e-08,1.765103574244853e-07,0.3169753900038904,317
Neur_CB_NBL_1,3.010869402545049e-08,6.927844188039423e-08,0.3319249137439454,317
End_8,2.6215128335493774e-08,6.070831077997228e-08,0.3329357286053228,317
Neur_Gly_2,6.010821176238997e-08,1.405575039654668e-07,0.3344560995367353,317
Neur_Gly_1,1.946706538015241e-07,4.603078848891678e-07,0.3361790000533071,317
Neur_Gly_7,1.224108480506588e-07,2.946230933445183e-07,0.3388942267463619,317
VLMC_SLC6A13_3,1.807717202418377e-07,5.255699126979901e-07,0.3654405500453123,317
Neur_Purk_6,2.0635172224070576e-08,6.099762638162505e-08,0.3675705678828131,317
Neur_Purk_1,2.3072589571171663e-08,6.831169460387455e-08,0.3677740599371247,317
Neur_MB_GABA_IPC,6.536363140280097e-08,2.224452534199791e-07,0.3844395375585051,317
Neur_MB_GABA_TFAP2B,2.4997371491525342e-08,9.051944871544148e-08,0.3912146232455643,317
Mic_6,1.5729034469876373e-08,5.778662884465509e-08,0.3927373534478801,317
Gbl_CB_1,3.162408546751811e-08,1.197475267950606e-07,0.39585540974588,317
Neur_Purk_NBL_1,1.9146756996977973e-08,7.729162826921084e-08,0.4021751535375031,317
Neur_Purk_2,1.6693244143146614e-08,7.762700451388627e-08,0.4148663935388187,317
Mic_dividing,9.522387643613336e-09,5.0456306749421417e-08,0.4251540139634534,317
Neur_DRG_1,2.43548728543944e-08,1.5025105655495836e-07,0.4356157108659139,317
Neur_Purk_4,9.363591306253316e-09,6.445422908163293e-08,0.4422468567558102,317
Mic_2,6.906246961409838e-09,4.9464088249137483e-08,0.4444795520828818,317
Neur_CB_IPC_1,1.2394084483154077e-08,1.708906613074793e-07,0.4710914982544438,317
Neur_Purk_5,5.1558243113149285e-09,7.340848274856418e-08,0.4720034195593486,317
Mic_5,3.7659864421865605e-09,5.496213987716584e-08,0.4726859902517078,317
COP,5.3446011981297085e-09,8.718965230992894e-08,0.4755607139383437,317
Neur_Gly_8,1.3365947967277668e-08,2.497690706337246e-07,0.4786614976704777,317
Neur_HB_IPC_1,-3.3819426141780515e-09,7.104099560318684e-08,0.51898467847572,317
Neur_HB_GABA_1,-5.949645325418007e-09,1.1897835239359047e-07,0.5199412428352932,317
Mic_4,-2.778144301841514e-09,5.495863046625229e-08,0.5201578420767426,317
OPC_2,-1.305439269055024e-08,1.5242214563116674e-07,0.5341262038973771,317
Mic_1,-4.414753645565666e-09,5.0128213919555414e-08,0.535089177408321,317
Rgl_Tel_ventral,-1.2359387226222604e-08,1.308690738164854e-07,0.5376205183975417,317
Neur_MB_Glut_NBL_2,-1.0909242867626573e-08,9.833297384136485e-08,0.5441687739020791,317
End_6,-8.748987778945961e-09,5.977926979644113e-08,0.5581793773609613,317
Neur_late,-3.390013874815051e-08,2.3138558358953454e-07,0.5582403236663798,317
Neur_Gly_3,-1.6750839811183956e-08,1.0922999051701301e-07,0.5609403824887026,317
VLMC_SLC6A13_1,-5.561344009636406e-08,3.542243911057453e-07,0.5623778103335898,317
PreOPC_3,-4.8552053366237813e-08,2.96738203114462e-07,0.5649845168839593,317
Rgl_MB_2,-1.9070509026451183e-08,1.0814727046376955e-07,0.569985924435413,317
Mic_3,-9.978739002094023e-09,4.907116634046823e-08,0.5805701955975313,317
Per_6,-1.104329984843814e-08,5.398108730647669e-08,0.5810487659150612,317
VLMC_MGP_1,-2.8976856161825392e-08,1.3890166988498738e-07,0.5826252748922746,317
PreOPC,-2.7479227391230688e-08,1.0645581879697359e-07,0.6018459378857101,317
Rgl_MB_1,-2.676873281303444e-08,9.918607144563007e-08,0.6063752481673325,317
Neur_MB_GABA_1,-2.240433582454517e-08,7.632800518219566e-08,0.6154403448365404,317
Neur_Tel_Glut_NBL_2,-2.6990076580300714e-08,8.418197704447636e-08,0.6257492397092645,317
Neur_MB_GABA_TAL2,-3.030894047824115e-08,8.72202772209313e-08,0.6358916849345954,317
Per_7,-3.792977835314118e-08,1.0704156376578217e-07,0.6384603003253992,317
Neur_Gly_6,-7.068776650265635e-08,1.9139602861470322e-07,0.6440580870562643,317
Rgl_Tel_2,-1.023582055299827e-07,2.763360960242847e-07,0.644462232371065,317
Neur_GABA_IPC,-1.3762972637957876e-07,3.605879618932594e-07,0.6486511594377435,317
Gbl_HB_2,-3.2381117762294e-08,7.962174927555072e-08,0.657880997092178,317
Mic_active_1,-2.137797245007208e-08,4.927448561144132e-08,0.6678030603562246,317
Neur_HB_Glut,-4.348409324034489e-08,9.574351446941324e-08,0.6751477450996465,317
Neur_Tel_Glut_NBL_1,-4.951762530477413e-08,1.0725578367053055e-07,0.6778438402805482,317
Neur_CB_GABA_1,-1.3385590441581573e-07,2.81573533700761e-07,0.6827437967300309,317
PVM,-3.3186363085729234e-08,6.721502088839484e-08,0.6892530904262875,317
Schwl_2,-5.437527347478242e-08,1.0667490849734904e-07,0.6948792646120086,317
Mic_active_2,-2.8846844440416392e-08,5.435153197257784e-08,0.7022025099296856,317
OPC_3,-7.42243527112946e-08,1.310763193699017e-07,0.7143942661592644,317
Neur_Gly_5,-1.182001902810646e-07,1.934242867758918e-07,0.7294309291371204,317
Gbl_Di,-8.835939249534105e-08,1.4434447711665414e-07,0.729778267432836,317
Gbl_HB_4,-1.6027774262405993e-07,2.5153461313658854e-07,0.7380025650346655,317
Neur_Gly_4,-1.0070875788339689e-07,1.558809773624119e-07,0.7408803605238152,317
Per_3,-3.478914487405009e-08,5.3201497980874665e-08,0.7434160329883582,317
Rgl_CB_VZ,-1.0216789583229089e-07,1.546597155549779e-07,0.7455649179068231,317
Neur_Int_MGE,-7.219468792007908e-08,1.032674474263971e-07,0.7577564876567238,317
Neur_MB_GABA_2,-5.7840659135236356e-08,8.199273175935506e-08,0.7597306569773485,317
Per_2,-3.632203142062398e-08,5.0296819199615545e-08,0.764899990902299,317
Gbl_General_1,-6.587547873191794e-08,8.942813645344543e-08,0.7693264109592692,317
Neur_Purk_prog,-4.93660159936246e-08,6.454555665044047e-08,0.7778119389163343,317
Gbl_General_2,-1.824627462502684e-07,2.1755548448052079e-07,0.7991798210364924,317
Floor_plate,-6.122730558277274e-08,7.036693866551487e-08,0.8078811291437937,317
Per_5,-6.535295724552301e-08,6.655626235983659e-08,0.8369304879078399,317
Gbl_HB_5,-7.872466910559311e-08,7.751964030794875e-08,0.8450769033479636,317
Neur_GABA_1,-2.0891812873037105e-07,2.030748355283997e-07,0.8482070771415404,317
Gbl_MB,-2.946725257386337e-07,2.797369823040901e-07,0.853919173312838,317
PreOPC_2,-1.575850620739666e-07,1.4472215975977837e-07,0.8618965915806608,317
Neur_Tel_Glut_PCNA,-1.6238342467278888e-07,1.4906191803803433e-07,0.862004390230446,317
Schwl_1,-2.0115802594148238e-07,1.7676159733151776e-07,0.8724436898848458,317
Per_1,-6.051440252019972e-08,5.21171391954642e-08,0.8772040333988735,317
VLMC_MGP_2,-1.200500956636971e-07,9.880572094135297e-08,0.887819163666512,317
Neur_MB_Glut_NBL_1,-8.452463817397897e-08,6.900117651171526e-08,0.8897074669447389,317
OPC_1,-3.187867475321652e-07,2.496318780572267e-07,0.899203712553112,317
Neur_Int_LGE_CGE,-1.3202893638042998e-07,1.0233783853744548e-07,0.9014969333242212,317
Schwl_3,-2.0066731813261497e-07,1.5333605861312198e-07,0.9046780462463596,317
Rgl_CB_3,-1.864180340278011e-07,1.4161535434009477e-07,0.9059748554318404,317
