Name,Coefficient,Coefficient_std_error,Coefficient_P_value,Phenotype
Neur_HB_Glut_NBL_2,1.386754877969817e-07,7.183611458498554e-08,0.0267760173503744,20002_1286
Neur_HB_GABA_1,2.2832630490296245e-07,1.3380421269164806e-07,0.0439648711263568,20002_1286
Neur_Gly_1,9.541981824672385e-07,6.202884070699795e-07,0.0619859602962463,20002_1286
Neur_HB_Glut_NBL_1,1.0045190830417525e-07,6.539839847900268e-08,0.0622692497259832,20002_1286
Neur_DRG_1,2.44807767578681e-07,1.6060209083107353e-07,0.0637153384835513,20002_1286
Neur_Int_MGE,1.843054014668316e-07,1.2331550012792368e-07,0.0675114925358797,20002_1286
Neur_CB_IPC_1,2.2205222812282067e-07,1.515101555264035e-07,0.0713795954328917,20002_1286
Neur_CB_GNP_IPC_2,1.126273395820997e-07,7.74544493775404e-08,0.0729578159487829,20002_1286
Neur_CB_GNP_IPC_3,7.995641980788183e-08,5.780106333106933e-08,0.0832858951559005,20002_1286
Neur_HB_Glut_2,2.4485216864099795e-07,1.8083473209991301e-07,0.0878664763384002,20002_1286
Gbl_MB,5.423405485289721e-07,4.34352861919245e-07,0.1059025194397501,20002_1286
Neur_Gly_7,4.327254811330134e-07,3.631876635453093e-07,0.1167354949355338,20002_1286
PreOPC_2,1.7115294216585426e-07,1.4658425036244777e-07,0.1214824625756325,20002_1286
COP,1.0643777006021085e-07,9.134002120613233e-08,0.1219504655735923,20002_1286
Neur_CB_GNP_IPC_4,7.787205266707373e-08,7.218480998296423e-08,0.1403412899218294,20002_1286
Neur_Gly_4,1.9248123614373027e-07,1.8502234839477865e-07,0.1490971505126918,20002_1286
Neur_HB_Glut_NBL_4,5.167825551291559e-08,5.01093129797502e-08,0.1511976418990078,20002_1286
Neur_late,2.558384415353304e-07,2.480790318487215e-07,0.1512052419463543,20002_1286
Neur_Tel_Glut_PCNA,1.732576680981239e-07,1.7266910677640314e-07,0.157831876230798,20002_1286
OPC_2,1.4494074513340478e-07,1.4575337785798721e-07,0.160008097230717,20002_1286
Neur_Purk_prog,5.642322121661143e-08,6.129983667011761e-08,0.1786697345434882,20002_1286
Rgl_CB_2,7.470111077659475e-08,8.23805142496754e-08,0.1822612271990916,20002_1286
Neur_Purk_2,6.5418938235682e-08,7.423889601636911e-08,0.1891061634586423,20002_1286
Floor_plate,6.435839487345983e-08,7.833979686832459e-08,0.2056725793311216,20002_1286
Neur_GABA_3,1.3268433701220257e-07,1.6891820278926638e-07,0.2160818160578347,20002_1286
Neur_HB_NBL,1.2197349343692373e-07,1.6314810691646706e-07,0.2273433938516769,20002_1286
Gbl_CB_1,9.16673286695601e-08,1.322138707075666e-07,0.2440524604970587,20002_1286
Neur_Glut_1,2.063698164251229e-07,3.086720531975412e-07,0.2518839340061669,20002_1286
Neur_Purk_NBL_1,4.542553366474336e-08,7.071529704332445e-08,0.2603158061416679,20002_1286
Rgl_MB_1,7.283523171220307e-08,1.1344888065121717e-07,0.2604335858682464,20002_1286
Rgl_CB_3,1.0378429813384265e-07,1.6606458349389564e-07,0.2659975173219184,20002_1286
Neur_MB_GABA_TFAP2B,5.0776054967902036e-08,8.14587741299356e-08,0.2665324028546258,20002_1286
Rgl_Tel_dorsal,6.535408007925183e-08,1.0522100144787084e-07,0.2672628001025741,20002_1286
Neur_HB_Glut_NBL_3,4.097503991099487e-08,7.063928108912135e-08,0.2809369900445488,20002_1286
Schwl_3,8.354533918780536e-08,1.4606651963418758e-07,0.283671910306939,20002_1286
VLMC_SLC6A13_3,3.2326812127095564e-07,5.733867273011263e-07,0.286449467888295,20002_1286
Neur_GABA_2,2.0604691310657919e-07,3.730578484987587e-07,0.2903649303534648,20002_1286
Gbl_HB_4,1.1393650148451357e-07,2.3551510192363606e-07,0.3142725038136573,20002_1286
Neur_SER,7.372048086261336e-08,1.572914335924399e-07,0.3196466204271338,20002_1286
End_early_2,1.414555712992482e-07,3.120871040881029e-07,0.3251819536863173,20002_1286
VLMC_SLC6A13_1,1.7611486717372826e-07,4.0363393431560013e-07,0.3313011102482185,20002_1286
Neur_Tel_Glut_NBL_1,4.607851361266262e-08,1.0666227445275256e-07,0.3328693061332578,20002_1286
Neur_Purk_6,2.84424216295748e-08,6.617580322030567e-08,0.3336702289189982,20002_1286
Neur_Purk_4,2.48055195552108e-08,5.949990827573252e-08,0.3383757288596175,20002_1286
Neur_MB_Glut_NBL_1,2.7520158526462233e-08,6.731574123918334e-08,0.3413351328638677,20002_1286
Neur_Purk_1,2.7849437771064617e-08,7.633081715601563e-08,0.3576110093344705,20002_1286
Neur_GABA_1,7.930295816463406e-08,2.211536828642625e-07,0.3599518294932781,20002_1286
Neur_MB_Glut,2.9928776394113615e-08,8.379176054306751e-08,0.3604783707350529,20002_1286
PreOPC,3.7952059479891655e-08,1.075100090938373e-07,0.3620406420770322,20002_1286
Neur_Tel_Glut_NBL_2,2.55054467020083e-08,8.382749520293662e-08,0.3804644857475101,20002_1286
VZ_prog,2.513929412503584e-08,9.076566152273162e-08,0.3909018718730912,20002_1286
Rgl_Tel_ventral,2.9666097664091162e-08,1.2774268486385417e-07,0.4081784305836979,20002_1286
Neur_DA,1.856970436547285e-08,1.0395121912471049e-07,0.4291107262434565,20002_1286
Neur_Purk_NBL_2,1.0554566355853098e-08,7.024516672610966e-08,0.4402823977630449,20002_1286
Neur_HB_IPC_1,1.1128435757134037e-08,7.57930316239549e-08,0.441634430585022,20002_1286
PreOPC_3,2.9495560207230833e-08,2.368682071762485e-07,0.4504505612002112,20002_1286
Neur_MB_Glut_NBL_2,9.422192364047369e-09,9.0892345144955e-08,0.4587183112928898,20002_1286
Neur_Gly_3,1.3180074016036177e-08,1.299441734084684e-07,0.4596050607227152,20002_1286
Neur_MB_GABA_TAL2,5.562846951816294e-10,7.41085178130271e-08,0.4970054265374994,20002_1286
Neur_CB_GABA_1,-1.0290602984305378e-09,3.053853594515333e-07,0.5013443175073284,20002_1286
Neur_MB_GABA_1,-1.354602087645307e-09,7.498096080380314e-08,0.5072068781897563,20002_1286
Neur_Gly_5,-2.3900878805156456e-08,2.0290319081390705e-07,0.5468847540561549,20002_1286
Neur_Purk_3,-1.045199620142191e-08,7.502027877952382e-08,0.5554022572144074,20002_1286
End_6,-1.0723992416949824e-08,6.266174259532096e-08,0.5679435454881832,20002_1286
Neur_HB_Glut,-2.0323209032796173e-08,1.1398139098212078e-07,0.5707574371366162,20002_1286
Gbl_General_2,-4.3088893626206765e-08,2.329002587020613e-07,0.5733894321722443,20002_1286
Gbl_General_1,-2.2024379428912465e-08,8.783232967363948e-08,0.5989981603560444,20002_1286
Rgl_MB_2,-2.2404138028746592e-08,8.825204933622044e-08,0.6002002104369177,20002_1286
PreOPC_1,-4.6009348032583376e-08,1.6467726918260718e-07,0.6100276140247252,20002_1286
Rgl_Tel_2,-7.2994026570433e-08,2.5896094414092386e-07,0.6109794472876292,20002_1286
Neur_Gly_6,-5.611590687940407e-08,1.9454389930944485e-07,0.6134982980677971,20002_1286
Gbl_HB_1,-2.0323763532280187e-08,6.64384126732782e-08,0.6201610573128762,20002_1286
Gbl_HB_2,-2.6622746033526952e-08,7.960236804929477e-08,0.6309787321710784,20002_1286
Neur_Purk_5,-2.53277396195412e-08,7.247900775032662e-08,0.6366239920887551,20002_1286
Neur_MB_GABA_2,-3.8160938810407746e-08,9.118693854611757e-08,0.6622060203428493,20002_1286
End_3,-2.422720425955451e-08,5.727481052082643e-08,0.6638521109357045,20002_1286
End_9,-2.7542305929730356e-08,5.7010846429908096e-08,0.6854899121367408,20002_1286
Gbl_late,-2.360393175213288e-07,4.835177019629055e-07,0.6872856361748003,20002_1286
Neur_GABA_IPC,-3.322433949677068e-07,6.624077009082285e-07,0.6920147553910849,20002_1286
End_2,-3.6034658892693815e-08,6.61358890912238e-08,0.7070743590813009,20002_1286
VLMC_MGP_2,-6.988980324021873e-08,1.2275584539518826e-07,0.7154372597967738,20002_1286
Gbl_Di,-1.0602762931413439e-07,1.598699756280568e-07,0.746402492376454,20002_1286
End_7,-4.43257069473443e-08,6.431667450760736e-08,0.7546447118663026,20002_1286
End_10,-4.9923529750634016e-08,7.213414661226183e-08,0.75556050071653,20002_1286
End_4,-3.901144542841062e-08,5.6336547398001745e-08,0.755679316259134,20002_1286
PreOPC_4,-3.344216487009935e-07,4.585583742668912e-07,0.7670875972321077,20002_1286
Rgl_Tel_1,-1.453172152161846e-07,1.8824063688903345e-07,0.7799356180159377,20002_1286
End_8,-4.932490193168504e-08,6.131579750380675e-08,0.7894286486248713,20002_1286
End_1,-6.179334202944903e-08,7.532707933645458e-08,0.7939870512705753,20002_1286
End_5,-4.594818007544176e-08,5.455497942656026e-08,0.8001721303804483,20002_1286
Gbl_HB_5,-7.616265930570496e-08,7.886128620387617e-08,0.8329228808778512,20002_1286
VLMC_SLC6A13_2,-8.05318888949413e-08,7.728134099742259e-08,0.8513083529540675,20002_1286
Schwl_2,-1.0617264860281489e-07,9.93575898266292e-08,0.8573730478007484,20002_1286
Gbl_CB_VZ,-8.89425618654238e-08,8.002123924541073e-08,0.8668205944689946,20002_1286
Roof_plate,-9.274400241856017e-08,8.070196516947469e-08,0.8747665702686833,20002_1286
Rgl_CB_VZ,-1.9315257156016927e-07,1.6009583720394274e-07,0.8861839425271634,20002_1286
T_Cell_immature,-1.7972729504115039e-07,1.459493025481031e-07,0.8909201695020794,20002_1286
VLMC_MGP_1,-1.621276403981178e-07,1.2258998539652885e-07,0.9070023819513312,20002_1286
Gbl_HB_3,-1.3312929482415486e-07,9.896024661912249e-08,0.910732673606304,20002_1286
OPC_1,-3.194501360256561e-07,2.3286558041785986e-07,0.9149405781279408,20002_1286
PVM,-1.1063973861046749e-07,7.164621849003261e-08,0.9387362209173948,20002_1286
Per_6,-8.104030197698843e-08,5.1345902386528607e-08,0.942754026703782,20002_1286
Neur_MB_GABA_IPC,-3.1847398652116346e-07,1.848770944360152e-07,0.9575218594668496,20002_1286
Rgl_CB_1,-1.7964671867113684e-07,1.0166086347509889e-07,0.9613957466998702,20002_1286
Immune_uncertain,-1.2919866646772497e-07,7.258413378735756e-08,0.9624607889357896,20002_1286
Per_7,-1.7868112272770816e-07,9.547689673835198e-08,0.9693592743237492,20002_1286
Schwl_1,-3.263178729222967e-07,1.718094117505379e-07,0.9712375769117164,20002_1286
Mic_6,-1.079290420792372e-07,5.67278468759644e-08,0.9714520557650572,20002_1286
Per_4,-1.287146976309207e-07,6.723593893260492e-08,0.9722137734563944,20002_1286
Per_5,-1.296470822901111e-07,6.623929714312316e-08,0.974841151893186,20002_1286
Mic_active_1,-1.0050734148988237e-07,4.9395116168771795e-08,0.9790626236362034,20002_1286
Mic_5,-1.1515877042212472e-07,5.49287060820743e-08,0.9819816654306468,20002_1286
Mic_active_2,-1.2084395984939514e-07,5.604121877041558e-08,0.9844714635501952,20002_1286
End_early_1,-2.2467116602251338e-07,1.0369039556560889e-07,0.9848730396143808,20002_1286
Mic_dividing,-1.1149447348581618e-07,4.9672085781594014e-08,0.987603418305393,20002_1286
Mic_4,-1.2642251635035806e-07,5.574164390238957e-08,0.9883356525121122,20002_1286
Mic_2,-1.2422187764324528e-07,4.9499697117039836e-08,0.9939557148039336,20002_1286
Mic_1,-1.2703711109633846e-07,4.998814320460731e-08,0.9944786530609544,20002_1286
Per_2,-1.2495062783465768e-07,4.738803216237457e-08,0.9958148361483232,20002_1286
Per_1,-1.2717085302470042e-07,4.793578583245194e-08,0.99601031936216,20002_1286
Mic_3,-1.316087937429236e-07,4.6926814372150994e-08,0.9974806891289304,20002_1286
Per_3,-1.555048679190693e-07,5.4379011948592436e-08,0.9978794469766368,20002_1286
VSMC,-1.7840230266354546e-07,6.083156940100498e-08,0.9983199966028528,20002_1286
Rgl_CB_2,2.040222826888568e-07,8.858998035657077e-08,0.0106395619297071,172
Neur_Tel_Glut_NBL_1,2.401647736787172e-07,1.199493197833995e-07,0.0226306065281318,172
Immune_uncertain,1.7272852851703536e-07,8.94950045329132e-08,0.0268012246972325,172
Mic_6,1.423607841677068e-07,7.99459756158306e-08,0.0374797292644169,172
Mic_4,1.1633549604979225e-07,7.749867414989977e-08,0.0666611183304431,172
PVM,1.317117809757107e-07,9.070507824904536e-08,0.0732385302773592,172
Gbl_MB,6.854734488454198e-07,4.825125717848511e-07,0.0777116896670894,172
Mic_active_2,1.099528863930013e-07,8.012173453611318e-08,0.084981479031553,172
VLMC_SLC6A13_3,1.13327770713982e-06,8.659343040380154e-07,0.0953122270517826,172
T_Cell_immature,3.6592523336824404e-07,2.8937796596303045e-07,0.1030210987880688,172
Mic_5,9.638952447778033e-08,7.643509283292155e-08,0.1036429406172326,172
Neur_CB_IPC_1,1.8118205347817484e-07,1.5193967161592598e-07,0.1165403692960291,172
Neur_Tel_Glut_NBL_2,1.317643745214884e-07,1.1248140148747469e-07,0.1207124782928144,172
Mic_dividing,8.13282163254265e-08,7.024631215497693e-08,0.1234814430768874,172
Neur_Tel_Glut_PCNA,2.056781474143193e-07,1.830052885451943e-07,0.1305294602747351,172
Mic_1,8.130911310280611e-08,7.30445950150348e-08,0.1328234108444725,172
PreOPC_4,7.101547371128882e-07,6.411220510700243e-07,0.1340011440465688,172
Rgl_CB_3,1.768143456397811e-07,1.639796065331807e-07,0.1404565652867043,172
Mic_2,7.517943462354713e-08,7.155759987049213e-08,0.1467178951885974,172
Neur_late,2.953112405537458e-07,2.81918226956261e-07,0.1474329645111904,172
