Name,Coefficient,Coefficient_std_error,Coefficient_P_value,Phenotype
Neur_MB_GABA_TFAP2B,-2.447864019574631e-08,4.200140843187628e-08,0.7199877856442722,699
Neur_GABA_1,-5.7790204143673995e-08,9.493314702845903e-08,0.7286537011420625,699
Rgl_CB_VZ,-3.8821811044924667e-08,6.212009107984237e-08,0.7339973237048774,699
Neur_Purk_NBL_1,-2.043979245178329e-08,3.1971080316340556e-08,0.7386930308281279,699
Roof_plate,-1.9200804275594413e-08,2.998051196387489e-08,0.7390576310072481,699
Neur_MB_GABA_2,-2.2858206783122675e-08,3.4799580627385584e-08,0.7443622593654504,699
Gbl_HB_3,-3.3470077625756035e-08,4.9488734051097536e-08,0.7505803343207467,699
Neur_GABA_2,-1.1435834664348505e-07,1.562751672766639e-07,0.7678472129404598,699
Neur_Gly_7,-8.754301330933631e-08,1.168203244774339e-07,0.7731864110741731,699
Neur_Gly_1,-1.736844355473105e-07,2.150776464219149e-07,0.7903231279621703,699
Neur_CB_GNP_IPC_1,-1.831767853200041e-08,2.1005311031089942e-08,0.8084094110291439,699
Neur_Purk_4,-2.3752958501321543e-08,2.6026394172417776e-08,0.8192863711041078,699
Neur_HB_Glut_NBL_1,-2.4637233517960732e-08,2.619531969954768e-08,0.8265246640332047,699
End_early_2,-1.0651162972600341e-07,1.0797316510895366e-07,0.8380472395614436,699
Rgl_Tel_ventral,-6.142713680598516e-08,5.87692793839486e-08,0.8520405701147529,699
Gbl_CB_1,-4.693840963737516e-08,4.4604779324084944e-08,0.8536731489890155,699
Neur_Gly_2,-6.235551816270577e-08,5.8488852114583065e-08,0.8568129166570899,699
Neur_Purk_3,-3.45600569111896e-08,3.1255026305958286e-08,0.865581323971387,699
OPC_1,-1.1371637143266973e-07,9.969745376692881e-08,0.872984830730964,699
Neur_HB_Glut_2,-8.180258275120468e-08,7.146414797842414e-08,0.8738262363832585,699
Neur_Purk_6,-3.2622490596447954e-08,2.7454845941554803e-08,0.8826272979888754,699
Gbl_MB,-1.8075553340228346e-07,1.433228761473829e-07,0.8963774815077835,699
Neur_Purk_NBL_2,-4.0426302688142124e-08,3.0310446347620086e-08,0.9088557190835568,699
Neur_HB_Glut_NBL_2,-3.9653128103450886e-08,2.942024273024215e-08,0.911141511260566,699
Neur_Purk_2,-4.5071439285262444e-08,3.293949664285975e-08,0.914392453036816,699
Neur_Purk_prog,-4.035305536228168e-08,2.748839752598557e-08,0.9289483223246584,699
Neur_CB_IPC_1,-8.805184016974315e-08,5.74349604579722e-08,0.937370750113172,699
Neur_HB_IPC_1,-6.67165687802592e-08,3.003410049890348e-08,0.9868367277444192,699
Neur_GABA_2,1.9502291672056533e-06,9.305171166238844e-07,0.0180475175305496,6033
Gbl_General_2,1.091989331867025e-06,5.2828533338121e-07,0.0193649770137514,6033
Schwl_1,7.87056372577351e-07,4.742061301696799e-07,0.0484839169892573,6033
Neur_DA,4.112891409025485e-07,2.629427473086177e-07,0.0588879395564206,6033
OPC_3,5.375390312432525e-07,3.5145510086704586e-07,0.0630743384346089,6033
Floor_plate,2.7837428150186844e-07,1.8617933741875042e-07,0.0674318721633039,6033
Neur_CB_GABA_1,1.1686044815971885e-06,8.050519586812215e-07,0.0733079744433976,6033
OPC_5,3.3728542106826375e-07,2.648046266768952e-07,0.1013823558003336,6033
Neur_SER,5.102244593799374e-07,4.087652153238349e-07,0.1059772471093721,6033
End_early_1,3.564645370459555e-07,2.885597822044623e-07,0.1083551577787088,6033
PreOPC_2,4.5448784555033605e-07,3.762030457691061e-07,0.1135059609959324,6033
PreOPC_1,5.163062927100148e-07,4.402954402504045e-07,0.1204708991761063,6033
Neur_Gly_3,3.648151407819852e-07,3.20438121076194e-07,0.1274582628264924,6033
PreOPC,3.096077900139532e-07,2.751775611439211e-07,0.1302690840940737,6033
Neur_Gly_2,4.2079535137777334e-07,3.8820469910323753e-07,0.1391929887254619,6033
Neur_HB_Glut_NBL_1,1.518018352629755e-07,1.4429102463373106e-07,0.1463875694124938,6033
Neur_Purk_1,1.833473911803607e-07,1.771341821885472e-07,0.1503166434462363,6033
Neur_GABA_1,5.441440020714957e-07,5.267882072233918e-07,0.1508144826424833,6033
Neur_CB_NBL_1,1.8989188526642013e-07,1.8434776435897878e-07,0.1514875757602319,6033
Schwl_2,2.612075004763328e-07,2.606601163186263e-07,0.1581476508879104,6033
Gbl_Di,4.670161363284539e-07,4.674455655350786e-07,0.1588776477954729,6033
Neur_Purk_5,1.772154621684698e-07,1.796666220793238e-07,0.1619789355752887,6033
Neur_CB_GNP_IPC_4,1.5575256831007857e-07,1.5792631417325268e-07,0.1620087333291205,6033
Neur_HB_Glut_2,5.838334192044942e-07,6.079439167663301e-07,0.1684418313852265,6033
