,tSNE1,tSNE2
E8656_278,4.381586,0.3320412
E8657_281,-6.9673576,-1.3971138
E8658_444,13.369885,-9.688195
E8659_412,14.765608,-9.2527895
E8660_96,-13.677301,11.516394
E8661_378,10.8464,-7.292287
E8662_10,-21.170794,14.188314
E8663_335,16.447517,-7.6465435
E8664_426,13.498787,-5.218007
E8665_202,-0.72875583,1.3495054
E8666_229,0.5318516,1.8880112
E8667_490,18.883623,-6.7585773
E8668_363,10.902721,-10.22427
E8669_1,-22.837236,13.474577
E8670_460,15.010913,-9.0667715
E8671_348,6.4123006,-4.3042126
E8672_74,-16.210272,7.658997
E8673_134,-14.563464,6.900156
E8674_292,4.983602,-3.5499642
E8675_100,-13.640655,11.219228
E8676_304,5.453049,-1.4786756
E8677_390,6.901198,-1.9442078
E8678_447,13.686193,-3.136435
E8679_115,-18.043848,2.566092
E8680_311,5.940053,0.6681754
E8681_278,4.2279325,-0.99166644
E8682_80,-16.099283,8.909079
E8683_405,12.570028,-7.712597
E8684_279,5.727937,-3.8557217
E8685_454,19.10068,-5.067519
E8686_254,-1.3954966,2.4094286
E8687_21,-18.309164,14.991631
E8688_305,7.756007,-2.5019243
E8689_298,5.594033,-0.2035139
E8690_153,-16.471138,2.4066577
E8691_97,-16.530138,4.4642453
E8692_34,-16.247204,14.78666
E8693_180,-3.525402,0.11286279
E8694_413,16.207964,-3.073143
E8695_95,-14.79974,9.356084
E8696_29,-17.120258,14.519905
E8697_429,13.662895,-10.824422
E8698_379,12.216179,-4.2095747
E8699_409,13.072039,-4.9523225
E8700_287,3.5988357,-1.8961221
E8701_406,8.576932,-2.820856
E8702_368,14.396753,-5.5700254
E8703_354,5.4373755,-1.681598
E8704_87,-15.3363,9.242332
E8705_462,14.933054,-4.720227
E8706_171,-1.0157479,1.7300833
E8707_115,-17.92947,2.3708727
E8708_162,-18.07265,2.3100734
E8709_364,7.1772275,-3.9852054
E8710_33,-16.998987,15.34446
E8711_470,12.016033,-8.855306
E8712_29,-16.909029,14.006103
E8713_144,-11.684151,2.7575321
E8714_410,14.083056,-4.3131127
E8715_143,-11.571627,9.966635
E8716_476,12.663041,-9.329661
E8717_288,-2.374856,0.8255791
E8718_392,13.250663,-7.7322955
E8719_211,5.608766,-1.9298282
E8720_288,0.20750108,-1.3619144
E8721_261,10.335494,-3.1783462
E8722_57,-15.173698,14.227785
E8723_191,-6.1777306,1.7043424
E8724_347,14.35148,-5.728656
E8725_318,11.188141,-6.215393
E8726_37,-16.34206,14.526266
E8727_189,-3.0814838,0.35751054
E8728_14,-20.182304,14.396429
E8729_413,14.735502,-8.257712
E8730_9,-21.486275,14.083723
E8731_446,15.055931,-6.7743273
E8732_95,-18.220255,3.348403
E8733_54,-16.39643,13.384289
E8734_354,11.214561,-7.3857174
E8735_314,-1.9328053,-0.45381582
E8736_331,6.020582,-3.4078987
E8737_413,11.313372,-8.698783
E8738_421,6.4106083,-2.3120232
E8739_94,-13.753223,11.193275
E8740_206,-14.898624,2.4080982
E8741_214,-4.8156815,0.3292149
E8742_369,10.1438,-5.6729293
E8743_348,4.1363225,-2.5199723
E8744_255,-6.955953,-1.2924572
E8745_134,-14.731541,3.1583004
E8746_38,-16.406715,14.690172
E8747_12,-20.775234,14.290145
E8748_176,-0.6725551,2.7434738
E8749_99,-15.607631,6.746986
E8750_200,-9.344712,1.2813805
E8751_460,15.694803,-6.458048
E8752_223,-6.9339175,-1.3068148
E8753_492,16.703382,-8.366521
E8754_8,-21.766127,13.985311
E8755_173,-0.5409102,2.604927
E8756_411,14.782671,-6.187835
E8757_201,-7.0241947,-0.47486436
E8758_205,-2.14659,-1.1096308
E8759_3,-22.690426,13.5588665
E8760_1,-22.842104,13.471728
E8761_114,-12.365368,9.725371
E8762_433,15.06725,-9.140005
E8763_183,-6.000025,-1.7151216
E8764_318,15.736702,-4.6825995
E8765_442,16.736958,-9.343099
E8766_228,-6.662851,-1.1523012
E8767_72,-15.598657,12.9627695
E8768_313,7.203013,-3.4893496
E8769_78,-14.910197,8.615251
E8770_321,6.296473,-3.6277485
E8771_228,-8.8593235,0.941205
E8772_451,12.532185,-5.8050346
E8773_56,-14.741154,13.845851
E8774_308,9.919909,-2.064196
E8775_340,4.010622,-3.5786893
E8776_61,-15.570612,13.022517
E8777_139,-15.302766,2.5014303
E8778_36,-15.721994,15.963301
E8779_285,-1.7859395,1.646332
E8780_194,-10.66613,3.0292666
E8781_383,5.504814,-3.534678
E8782_493,16.440132,-6.395861
E8783_264,1.5920562,0.15560825
E8784_156,-16.322243,2.3503225
E8785_293,-3.0956092,-0.9693411
E8786_440,15.148285,-6.993728
E8787_331,2.0700767,0.24990246
E8788_203,-8.039858,1.0165851
E8789_452,12.417261,-10.464667
E8790_288,-1.8757757,0.014004343
E8791_494,15.933479,-4.6107087
E8792_103,-16.125332,4.2732415
E8793_499,14.267197,-4.505334
E8794_3,-22.651258,13.57983
E8795_179,-10.96062,2.6227918
E8796_165,-16.430658,2.3232062
E8797_48,-14.693343,15.534047
E8798_24,-17.67241,14.522306
E8799_328,18.278591,-9.314535
E8800_10,-21.389156,14.116962
E8801_365,15.981391,-4.4882355
E8802_237,-6.2155223,-2.1248155
E8803_298,6.57694,-2.682188
E8804_209,-8.227831,1.5523896
E8805_341,6.5061345,-1.9720253
E8806_102,-18.54528,3.338588
E8807_388,15.336375,-6.120137
E8808_420,16.579544,-7.8020196
E8809_470,14.804716,-6.428857
E8810_25,-17.769804,14.356687
E8811_90,-13.11708,12.179654
E8812_34,-15.911732,15.065291
E8813_41,-15.984798,14.155419
E8814_413,14.237585,-8.648796
E8815_200,-6.3441954,-1.9261999
E8816_269,0.31063494,1.410373
E8817_328,14.338779,-6.9326816
E8818_455,15.120072,-6.7158804
E8819_106,-17.033989,3.7292216
E8820_172,-8.513896,-0.5201528
E8821_295,-3.9877563,0.2021146
E8822_53,-13.391244,13.21795
E8823_340,7.2292933,-3.9616272
E8824_11,-21.052895,14.223118
E8825_326,5.6640453,-2.6775908
E8826_111,-12.495967,10.208932
E8827_153,-17.759644,2.117737
E8828_354,6.0823584,-1.6021076
E8829_406,13.44529,-3.8762245
E8830_285,-0.20290907,2.4187684
E8831_76,-16.238125,12.424541
E8832_142,-10.54107,0.68879336
E8833_25,-17.17223,14.396959
E8834_197,-7.2940006,-1.2936689
E8835_234,-0.19890594,2.109647
E8836_292,5.90855,-1.1250219
E8837_154,-10.854213,3.0869658
E8838_429,12.935021,-4.0345035
E8839_467,15.500101,-9.690842
E8840_340,9.866393,-3.4933405
E8841_110,-17.674595,2.9110055
E8842_281,2.0447965,1.5272287
E8843_123,-16.518452,5.003252
E8844_57,-14.747518,15.07192
E8845_17,-19.51531,14.485917
E8846_42,-15.802013,14.651588
E8847_123,-16.605429,3.8866775
E8848_214,-10.189927,2.131124
E8849_219,-3.7564495,-0.77769804
E8850_435,12.851803,-9.586727
E8851_169,-16.106422,3.2276354
E8852_272,1.521516,-0.23701493
E8853_167,-3.3687427,4.7868066
E8854_154,-11.992348,3.0729702
E8855_292,1.625668,-3.5151649
E8856_205,-0.6391015,1.3353279
E8857_23,-17.918827,14.340468
E8858_406,12.698445,-3.1178439
E8859_103,-15.44923,9.419933
E8860_163,-14.480041,2.6640387
E8861_405,3.701899,-3.749421
E8862_314,5.584383,-2.5093656
E8863_85,-16.281452,7.4167624
E8864_414,16.720238,-7.2341247
E8865_331,12.4734535,-5.646198
E8866_178,-7.9412785,-0.20728424
E8867_413,15.60035,-4.5531673
E8868_289,9.238219,-1.649445
E8869_367,4.9701276,-1.5552574
E8870_281,-0.0971752,1.9495151
E8871_121,-12.371581,3.201508
E8872_353,4.743552,-4.297907
E8873_479,14.091865,-8.105102
E8874_158,-12.108111,3.1979103
E8875_32,-16.005768,15.953658
E8876_252,-6.110113,-1.9276963
E8877_325,13.237583,-2.983844
E8878_115,-15.578347,5.773241
E8879_333,3.8370569,-0.68457264
E8880_35,-16.07215,14.509844
E8881_492,14.091208,-6.9253554
E8882_462,13.966697,-4.6184297
E8883_149,-11.07118,4.0190716
E8884_41,-15.7855835,15.81542
E8885_266,-4.234909,-0.15292136
E8886_217,-0.27619526,2.2434387
E8887_424,11.271443,-5.8683195
E8888_1,-22.82179,13.483995
E8889_382,12.2497635,-8.404932
E8890_117,-18.07805,2.6298597
E8891_231,-7.1580086,-1.5359867
E8892_467,15.524235,-2.3185577
E8893_454,15.134724,-7.5956273
E8894_416,15.532594,-7.574417
E8895_397,7.5673327,-3.3394742
E8896_60,-14.9670515,15.447175
E8897_320,6.037377,-2.0967417
E8898_1,-22.828049,13.480295
E8899_222,-8.98072,1.6199253
E8900_494,18.007086,-4.7701454
E8901_118,-18.273493,2.8911455
E8902_372,7.805184,-0.22027245
E8903_69,-14.996575,13.79744
E8904_221,-3.1711087,0.56245345
E8905_488,12.931192,-4.117539
E8906_17,-19.61105,14.454073
E8907_326,18.187439,-4.1952987
E8908_400,7.309766,-4.833779
E8909_439,13.785284,-11.305484
E8910_116,-17.741083,1.6284288
E8911_192,-5.7807093,0.015123724
E8912_305,9.233723,-6.258441
E8913_69,-16.91579,5.198791
E8914_412,13.849887,-7.6536593
E8915_187,-11.737925,2.8352153
E8916_401,13.575101,-6.596383
E8917_178,-8.361906,-1.1285869
E8918_426,14.855971,-8.715545
E8919_287,2.7275019,-0.052114535
E8920_257,-1.2075152,-1.7456242
E8921_405,16.69228,-8.672328
E8922_154,-17.297464,1.8229063
E8923_284,-2.9916017,-0.93757683
E8924_495,15.23633,-11.254611
E8925_480,16.034151,-4.968996
E8926_289,6.3125925,-3.8146122
E8927_411,15.642897,-8.385733
E8928_259,4.3764696,0.23441401
E8929_199,-1.9675078,3.7913246
E8930_165,-12.705603,1.7089089
E8931_454,15.343699,-6.5577145
E8932_425,14.751681,-5.575404
E8933_17,-19.461027,14.499399
E8934_283,5.807066,-4.043918
E8935_33,-16.518944,15.238796
E8936_325,6.874218,-4.277328
E8937_495,15.683435,-7.380617
E8938_12,-20.80577,14.2816725
E8939_430,13.820775,-6.2879305
E8940_107,-16.489773,5.877721
E8941_467,14.742764,-7.9721384
E8942_100,-15.054413,8.201391
E8943_465,10.196644,-8.698201
E8944_153,-8.88031,-0.060746398
E8945_376,13.672376,-3.085628
E8946_114,-16.590473,2.8951738
E8947_278,5.9384913,-1.1453402
E8948_198,0.26961026,1.9015443
E8949_463,15.803143,-6.2866173
E8950_230,-5.231122,0.10743852
E8951_139,-15.441766,3.757353
E8952_240,-5.4282618,-0.5749091
E8953_280,-4.4458,-0.1387035
E8954_443,15.465576,-5.778231
E8955_73,-16.236603,8.614352
E8956_58,-14.758864,15.0963125
E8957_216,-12.07973,1.3576134
E8958_13,-20.634262,14.327929
E8959_52,-16.365786,12.402617
E8960_159,-15.994057,2.5009308
E8961_421,14.842016,-7.5556293
E8962_492,14.243643,-6.4944563
E8963_75,-13.9216,13.489432
E8964_120,-16.744091,2.7297428
E8965_443,18.229755,-5.4388304
E8966_62,-16.444654,8.791657
E8967_498,11.730166,-7.9104824
E8968_249,0.2504065,2.20263
E8969_82,-15.979748,8.873874
E8970_455,14.562525,-8.405863
E8971_38,-16.313583,14.460656
E8972_368,14.240775,-7.734192
E8973_88,-14.209901,11.573834
E8974_302,10.098209,-9.297744
E8975_451,16.699635,-4.693562
E8976_56,-16.270859,10.233834
E8977_184,-7.522521,-0.9179265
E8978_25,-16.834806,14.166113
E8979_142,-13.221442,8.889698
E8980_96,-16.597229,4.5596704
E8981_131,-16.315065,6.060578
E8982_407,16.24269,-10.071672
E8983_210,-7.888798,-0.6797843
E8984_195,-3.848354,-1.1418682
E8985_477,13.086802,-8.483244
E8986_367,11.742155,-4.420881
E8987_148,-9.3991785,2.7844505
E8988_284,6.4935646,-6.5097737
E8989_474,13.141877,-6.2664423
E8990_67,-14.713006,12.837602
E8991_74,-14.408223,11.9659605
E8992_126,-17.948755,1.654116
E8993_108,-17.796356,3.5749161
E8994_263,2.7088907,-3.7508214
E8995_156,-15.428223,2.6639793
E8996_43,-16.388918,15.148955
E8997_76,-16.545753,6.795599
E8998_413,14.559884,-6.186237
E8999_60,-14.793887,14.12219
E9000_219,-1.1421714,0.4511505
E9001_330,5.5678945,-2.8281527
E9002_317,9.9082775,-2.8613222
E9003_321,6.4474497,-3.1224363
E9004_245,5.0712824,0.043483105
E9005_436,13.23536,-8.222929
E9006_3,-22.660513,13.575095
E9007_294,3.64498,-3.1442485
E9008_301,7.307446,-0.95518076
E9009_135,-17.808449,2.492745
E9010_56,-16.316204,12.390182
E9011_62,-13.891197,13.046125
E9012_358,16.640415,-5.676546
E9013_230,-5.529731,-0.6882884
E9014_284,4.145887,-0.751002
E9015_214,-4.20343,0.13194501
E9016_133,-18.117683,2.426905
E9017_145,-16.793364,1.9191115
E9018_229,-0.014816966,1.8344202
E9019_230,-6.5378265,-1.960157
E9020_476,14.686832,-6.5114055
E9021_151,-7.133276,-1.6404152
E9022_210,-10.874131,2.899987
E9023_151,-3.2394247,4.860018
E9024_346,16.731642,-5.9561753
E9025_155,-15.326228,2.2776785
E9026_285,4.302179,-3.1513042
E9027_355,12.081156,-4.9483237
E9028_191,2.8629858,-1.3087391
E9029_341,13.130409,-6.629367
E9030_340,5.9110117,-2.1777983
E9031_175,-14.852167,2.3361022
E9032_23,-17.823244,15.382729
E9033_69,-14.9653,13.702301
E9034_289,-2.8242998,3.5381248
E9035_127,-18.22534,2.2728438
E9036_383,15.954416,-2.479505
E9037_470,15.7928,-8.11071
E9038_55,-15.729391,12.373408
E9039_388,14.52171,-6.2301693
E9040_437,6.718025,-2.0972166
E9041_436,12.276795,-7.0284686
E9042_207,-0.7828925,2.720931
E9043_230,-0.12038751,2.1789718
E9044_265,-5.066415,0.18377474
E9045_357,15.207682,-4.2805057
E9046_407,10.37808,-4.551603
E9047_316,8.05299,-1.9741557
E9048_205,-3.4290495,-0.4272804
E9049_327,9.270227,-3.3454738
E9050_419,11.487665,-3.0360596
E9051_136,-17.55796,2.3136911
E9052_252,6.0494843,-3.2257636
E9053_371,13.27705,-9.510517
E9054_210,-0.21148492,1.7644398
E9055_424,17.167849,-6.8530293
E9056_52,-15.144917,15.152166
E9057_139,-3.6484046,0.24193482
E9058_263,-1.7433347,-0.74215376
E9059_278,3.480229,0.049744666
E9060_465,14.560509,-7.2005916
E9061_486,13.295789,-5.873711
E9062_16,-19.69772,14.44515
E9063_317,1.934432,0.9548679
E9064_67,-15.067081,14.013255
E9065_347,7.5265336,-3.0744705
E9066_161,-7.280297,-1.4381756
E9067_227,-9.905557,2.5489643
E9068_283,3.4487076,-4.362728
E9069_411,12.805564,-4.0113044
E9070_316,7.7341385,-2.6289556
E9071_182,-9.641151,2.142704
E9072_435,12.057037,-9.494558
E9073_335,5.84999,-2.8298209
E9074_435,16.736456,-8.835104
E9075_124,-16.00213,3.1027434
E9076_398,13.176356,-9.572585
E9077_291,5.704607,-1.4410827
E9078_475,14.834866,-6.4803123
E9079_345,6.393066,-1.104934
E9080_370,14.03871,-7.8199306
E9081_367,10.518504,-5.0876594
E9082_292,5.767077,-0.2797227
E9083_144,-17.634565,2.1362374
E9084_29,-16.60527,14.402232
E9085_169,-13.749615,2.3984344
E9086_333,12.68147,-7.179552
E9087_71,-14.998835,12.169386
E9088_459,15.783923,-9.5795
E9089_345,8.169391,-1.5017663
E9090_319,2.608328,0.18295318
E9091_251,-4.2709994,0.23075429
E9092_430,7.8985205,-3.501391
E9093_409,16.019253,-6.895299
E9094_52,-15.110376,14.350597
E9095_460,14.197922,-5.9104447
E9096_429,14.234923,-6.9268174
E9097_496,13.664615,-9.496112
E9098_243,6.8457537,-4.7632847
E9099_356,6.327564,-2.7117398
E9100_301,8.613813,-1.2004607
E9101_383,16.472082,-4.664319
E9102_257,-0.00016292086,1.6163011
E9103_9,-21.40961,14.106455
E9104_331,13.262628,-4.0137897
E9105_238,-0.87804633,2.2690146
E9106_80,-18.382685,3.1521473
E9107_17,-19.286146,14.609386
E9108_28,-17.04505,15.162049
E9109_169,-1.5463573,3.3815892
E9110_139,-15.545569,2.3833163
E9111_468,18.924057,-8.929226
E9112_449,18.215635,-8.089931
E9113_177,-3.418318,4.989892
E9114_88,-14.237236,9.721827
E9115_69,-14.264724,12.815803
E9116_458,13.240915,-7.397428
E9117_205,-0.9769317,0.9708332
E9118_252,4.622847,-1.2945054
E9119_30,-17.076698,15.181988
E9120_134,-15.867462,3.6415849
E9121_324,5.2475305,-2.613736
E9122_112,-17.793901,3.0552132
E9123_181,-8.200241,-0.40128538
E9124_91,-16.545177,7.0227704
E9125_488,15.486848,-8.371665
E9126_464,16.374165,-10.066626
E9127_162,-6.2441487,-0.31051227
E9128_478,8.954051,-2.4182844
E9129_147,-16.013103,2.4713671
E9130_266,1.1487919,-3.3706987
E9131_325,8.441385,-3.3377478
E9132_308,7.818895,-2.3179357
E9133_89,-13.390674,11.150982
E9134_214,3.7694175,0.27566585
E9135_76,-14.161136,13.257143
E9136_491,17.511604,-8.906962
E9137_299,9.649465,-5.5522337
E9138_205,-2.9966063,1.9194375
E9139_66,-14.843982,13.382999
E9140_266,0.6022516,-3.1201992
E9141_296,7.145935,-3.663178
E9142_462,15.124985,-7.5762
E9143_354,5.950471,-4.281919
E9144_404,4.8589506,-2.7945852
E9145_446,11.923153,-9.728605
E9146_305,0.9159779,0.123969115
E9147_224,-1.0026383,2.503859
E9148_387,14.566821,-7.470509
E9149_259,3.931035,-4.773681
E9150_335,15.927351,-7.0443177
E9151_216,0.4753121,2.1518288
E9152_44,-15.3189125,14.105548
E9153_372,15.085862,-7.5737195
E9154_307,4.0520096,-2.183581
E9155_127,-15.08646,3.2981267
E9156_64,-15.49691,14.139362
E9157_468,14.211897,-10.876541
E9158_23,-17.844053,14.612478
E9159_275,4.654274,-4.3740706
E9160_78,-15.018599,6.688876
E9161_193,-12.019733,2.7750475
E9162_465,17.308558,-8.8055725
E9163_295,8.015617,-2.0142958
E9164_385,12.123968,-1.8094805
E9165_454,15.589853,-8.871507
E9166_493,10.480547,-9.743509
E9167_194,-1.0288094,3.1309628
E9168_399,14.435277,-5.5665665
E9169_146,-17.072311,1.8287406
E9170_297,6.596463,-2.0651681
E9171_18,-19.252773,14.471283
E9172_219,-2.727402,0.29393002
E9173_439,14.239976,-5.824011
E9174_236,-1.2561362,3.4022856
E9175_428,15.385439,-8.14434
E9176_130,-14.592521,3.8403513
E9177_256,-3.7565947,0.6408458
E9178_374,15.427882,-6.9070163
E9179_266,-3.1696036,0.46086308
E9180_280,6.184001,-3.8943243
E9181_361,12.7507925,-2.4199898
E9182_306,3.0031073,-0.8365834
E9183_24,-17.498108,14.191266
E9184_354,12.629091,-5.583774
E9185_17,-19.553936,14.479808
E9186_41,-14.998995,15.066782
E9187_26,-16.712791,15.94722
E9188_323,5.2399983,-1.0833969
E9189_392,15.268967,-6.9176326
E9190_494,13.661612,-9.842676
E9191_262,6.7744274,-1.1339849
E9192_16,-19.753582,14.439478
E9193_290,11.881494,-3.9439316
E9194_98,-13.559324,10.571186
E9195_370,16.762121,-10.96511
E9196_68,-16.311918,7.5658464
E9197_346,13.15205,-2.6707876
E9198_403,15.427263,-7.3524976
E9199_159,-13.026182,9.267882
E9200_470,12.611189,-5.5220976
E9201_314,0.08282161,2.13955
E9202_329,8.076197,-3.7765257
E9203_265,0.5447866,2.728793
E9204_429,14.41743,-6.7303796
E9205_290,1.8584291,-4.425928
E9206_165,-5.0151253,0.80862296
E9207_374,7.080102,-2.4107716
E9208_277,-0.5239929,1.2672181
E9209_5,-22.336239,13.738316
E9210_143,-12.922273,3.2141395
E9211_108,-13.507634,8.528163
E9212_304,6.9769545,-3.0881174
E9213_84,-16.090025,8.504789
E9214_330,15.239232,-9.140311
E9215_318,10.736315,-5.6984615
E9216_6,-22.175539,13.81463
E9217_228,-6.5422845,-1.8532686
E9218_258,-4.529276,0.12463168
E9219_379,10.756522,-7.051282
E9220_227,-2.2350352,0.09660489
E9221_121,-12.363612,9.309878
E9222_357,5.91657,-2.3246436
E9223_225,5.0156875,-0.039855745
E9224_220,-7.227952,-1.4629202
E9225_426,16.858232,-6.1528707
E9226_279,4.7310944,-5.202661
E9227_135,-17.979849,2.329753
E9228_367,6.632424,-0.6669778
E9229_56,-15.1143675,15.833614
E9230_448,17.017767,-7.5625906
E9231_439,17.433857,-5.2126193
E9232_145,-11.991085,9.998825
E9233_455,13.375972,-7.724514
E9234_368,14.037097,-6.065446
E9235_427,16.024918,-4.072169
E9236_290,-0.17976409,-2.6709793
E9237_475,17.73092,-9.769682
E9238_323,2.7379286,-2.2416441
E9239_380,13.957822,-8.623141
E9240_221,-5.436656,0.737547
E9241_69,-16.39524,8.615854
E9242_396,15.398274,-10.234403
E9243_498,13.663546,-6.1483765
E9244_363,7.6604133,-2.7375681
E9245_371,17.247787,-8.907451
E9246_365,11.225829,-7.1236467
E9247_222,0.7827892,0.6446623
E9248_292,2.9482665,-0.30461675
E9249_107,-15.021075,9.094982
E9250_416,13.605657,-7.058603
E9251_3,-22.642973,13.584404
E9252_301,7.4884324,-1.9182411
E9253_281,-0.9480644,3.3463774
E9254_245,-6.5386896,1.6210253
E9255_89,-16.557482,6.371483
E9256_418,13.934464,-3.1819563
E9257_472,15.324085,-6.761705
E9258_225,-8.15771,-0.3287207
E9259_402,15.758083,-9.113312
E9260_169,-2.2136462,-0.2264738
E9261_312,7.051507,-2.2084131
E9262_478,15.1805,-8.580005
E9263_32,-16.463413,14.6786585
E9264_386,7.07655,-1.6037108
E9265_487,16.593586,-8.153648
E9266_434,14.402333,-4.176308
E9267_113,-15.371021,7.552106
E9268_46,-15.853392,14.818846
E9269_451,15.488195,-5.6595554
E9270_187,-1.2689476,3.2842646
E9271_202,-1.4152104,3.452745
E9272_390,10.721803,-9.271788
E9273_306,3.8032331,-0.99815434
E9274_313,10.25026,-6.0635104
E9275_322,6.606763,-1.3278223
E9276_307,11.426952,-4.170186
E9277_392,12.178156,-7.4195666
E9278_391,16.516487,-8.204282
E9279_473,12.211058,-3.6059263
E9280_171,-3.0644157,2.4940646
E9281_139,-17.923952,1.8320421
E9282_476,14.9887495,-8.500095
E9283_426,11.804049,-6.6236935
E9284_315,-0.32024342,1.1559434
E9285_156,-14.90551,2.527942
E9286_370,15.276042,-5.1188536
E9287_224,-0.8130047,2.7168555
E9288_130,-17.55055,1.842006
E9289_346,7.3267508,-1.5729451
E9290_394,13.831723,-5.914221
E9291_238,-0.7699735,1.5547253
E9292_446,16.040129,-5.5175934
E9293_272,5.752351,-1.2368377
E9294_133,-16.23708,3.8547146
E9295_146,-12.1494055,1.5829922
E9296_142,-7.8719673,0.68996024
E9297_258,0.8262115,0.071242034
E9298_353,0.9365513,-3.365148
E9299_421,15.357152,-6.0170956
E9300_103,-15.423864,6.9116864
E9301_161,-17.088797,1.720367
E9302_139,-16.244604,6.547481
E9303_320,7.9043818,-3.1883385
E9304_252,-3.5280678,0.030544456
E9305_329,4.698332,-3.2539566
E9306_82,-15.341354,8.318376
E9307_158,-13.912278,2.3491192
E9308_433,19.074944,-7.38396
E9309_283,4.447358,-3.8328745
E9310_72,-15.577749,11.788515
E9311_54,-15.448137,14.101508
E9312_253,-4.7255435,-0.9599916
E9313_174,-11.455263,9.76989
E9314_134,-13.396125,9.131353
E9315_167,-6.8846407,-1.8182716
E9316_239,0.6148287,1.9911404
E9317_311,5.941421,-3.4028459
E9318_227,0.022033628,2.5565767
E9319_75,-15.953209,9.590344
E9320_448,13.549422,-6.7032585
E9321_348,13.429085,-5.8284388
E9322_74,-14.562607,12.629677
E9323_140,-13.287803,6.4757853
E9324_316,6.3690257,-2.4482415
E9325_120,-17.681042,2.6549048
E9326_170,-11.273237,2.4727507
E9327_463,13.874095,-3.5481966
E9328_12,-20.828203,14.278925
E9329_396,11.178902,-3.225995
E9330_87,-15.114735,5.924113
E9331_438,15.4321575,-6.473884
E9332_120,-17.008184,1.9241743
E9333_286,4.743547,-4.390146
E9334_180,-11.507498,1.4431962
E9335_41,-15.885864,14.665149
E9336_319,3.8613389,-0.058307864
E9337_183,-11.724783,3.0303075
E9338_252,5.054689,-1.0257543
E9339_482,16.129389,-8.928207
E9340_227,-5.163882,-0.89927876
E9341_323,8.486612,-1.0357592
E9342_434,14.893041,-8.14035
E9343_420,14.99274,-7.505569
E9344_375,11.543701,-9.018342
E9345_92,-16.757149,4.5910745
E9346_350,17.01567,-6.939511
E9347_169,-10.762284,2.5842006
E9348_434,10.103753,-7.536468
E9349_348,13.231394,-4.6681404
E9350_183,-8.610345,-0.5082328
E9351_408,9.660824,-3.9386027
E9352_272,0.3542392,1.9421256
E9353_224,1.7991724,-2.9797862
E9354_142,-13.29143,1.9589199
E9355_492,14.241253,-6.3856626
E9356_222,-0.40260553,1.8112881
E9357_115,-17.999054,2.5643573
E9358_149,-10.975968,3.2005932
E9359_244,-0.10283783,2.0579891
E9360_2,-22.765942,13.516619
E9361_435,14.313861,-8.219302
E9362_185,-5.9228377,1.7131442
E9363_23,-17.926777,15.5355625
E9364_222,-3.6425648,-1.4506763
E9365_222,-6.642875,-0.08560439
E9366_402,13.074687,-6.600469
E9367_270,11.253346,-4.82778
E9368_95,-17.393711,3.7955601
E9369_496,16.489168,-8.6095295
E9370_110,-17.700356,3.0374842
E9371_481,14.041703,-8.719677
E9372_227,-2.278333,4.160133
E9373_127,-15.875694,2.7377982
E9374_172,-9.610471,-0.050035845
E9375_135,-4.0948462,5.1695237
E9376_366,5.866449,-3.7948897
E9377_312,2.9659188,-4.0804744
E9378_31,-16.610914,14.596852
E9379_349,6.8137136,-0.92998123
E9380_368,11.956454,-4.2183294
E9381_235,-0.32033437,1.9758606
E9382_327,11.859395,-8.553684
E9383_328,6.5562344,-2.0022495
E9384_258,-7.1814556,-1.3858417
E9385_338,7.4087176,-2.4470348
E9386_82,-15.646726,10.079544
E9387_467,15.335395,-3.7732978
E9388_319,10.509805,-3.5108929
E9389_420,17.428286,-6.438014
E9390_6,-22.148558,13.825156
E9391_293,-6.551497,-0.3271968
E9392_193,-4.222499,0.035292704
E9393_382,15.813614,-7.5980835
E9394_179,-4.4633946,-1.0710028
E9395_116,-16.321985,3.9770694
E9396_388,11.926439,-8.366342
E9397_411,14.902497,-6.605632
E9398_392,18.056002,-10.450337
E9399_276,-0.70637566,2.6854663
E9400_269,7.1770167,-1.6340857
E9401_47,-15.476092,15.315968
E9402_294,5.9827313,-0.045738872
E9403_140,-15.968393,7.072811
E9404_378,15.536672,-9.852384
E9405_217,-0.09486798,2.927755
E9406_468,16.97504,-7.9637156
E9407_171,-7.3512807,-0.9264458
E9408_416,11.149614,-7.206475
E9409_112,-14.885637,5.7786145
E9410_296,2.2910879,-2.6583788
E9411_334,4.2456036,-0.2556679
E9412_405,11.201471,-4.5376177
E9413_398,14.765185,-7.822655
E9414_219,-12.049122,1.4416134
E9415_44,-15.547105,14.295479
E9416_262,0.6679262,1.4084413
E9417_22,-18.040537,14.240199
E9418_269,2.1568272,-1.3946611
E9419_23,-17.587444,14.304096
E9420_256,5.428762,-1.1897968
E9421_146,-12.034742,10.1348505
E9422_231,-6.7023554,-1.1068759
E9423_372,15.90058,-5.434474
E9424_428,14.5070095,-6.414068
E9425_154,-15.2278595,2.655079
E9426_225,-7.119722,-1.2868551
E9427_4,-22.555325,13.630829
E9428_331,6.2948565,-3.333653
E9429_484,16.986355,-5.182129
E9430_492,15.140581,-7.3216834
E9431_366,14.517758,-8.059251
E9432_463,13.3724,-8.430327
E9433_263,-0.09942044,2.1026084
E9434_156,-16.148062,3.0177932
E9435_124,-17.56038,2.251348
E9436_248,-0.2317207,0.23528458
E9437_265,1.6001681,1.1671847
E9438_374,12.548777,-10.513681
E9439_212,-0.019694345,1.9290265
