,tSNE1,tSNE2
E2632_280,5.8217273,-4.872903
E2633_74,-14.980465,12.995506
E2634_395,14.139435,-4.3992176
E2635_466,12.668628,-9.01253
E2636_484,13.287277,-7.6705723
E2637_349,0.8674678,1.1892527
E2638_173,-6.815087,1.8540682
E2639_408,12.73173,-7.3251123
E2640_376,6.8584037,-1.7233505
E2641_77,-13.488882,11.864325
E2642_369,13.244617,-7.0274234
E2643_474,15.905428,-6.0360394
E2644_390,15.168124,-5.928927
E2645_310,5.1008396,-3.9428616
E2646_110,-17.669878,1.830636
E2647_14,-20.167809,14.404439
E2648_2,-22.7588,13.52074
E2649_301,12.330556,-4.804688
E2650_461,15.04377,-3.8710883
E2651_140,-16.759262,2.0191867
E2652_442,10.107082,-7.2524276
E2653_259,4.4810567,-2.5242605
E2654_488,14.513606,-8.279666
E2655_22,-18.11995,14.8014555
E2656_242,-7.3980355,1.1537725
E2657_240,8.455866,-0.60874265
E2658_57,-14.680939,13.09934
E2659_398,15.094563,-7.149307
E2660_456,16.43308,-6.424447
E2661_228,-8.05947,0.11026299
E2662_445,15.22965,-4.965686
E2663_9,-21.595015,14.059102
E2664_477,15.516236,-6.9228625
E2665_86,-15.356941,8.692378
E2666_335,11.642786,-2.6908565
E2667_312,-2.4744265,0.30593652
E2668_430,12.215955,-8.60541
E2669_242,-2.631252,-0.26561585
E2670_387,13.488915,-10.256347
E2671_207,-3.794987,0.36067706
E2672_447,16.968939,-8.192548
E2673_408,17.76343,-8.173943
E2674_180,-13.167396,1.9322537
E2675_485,16.339237,-5.65012
E2676_250,-6.2539406,0.5207721
E2677_329,4.5371747,-0.659883
E2678_43,-15.581362,15.519957
E2679_203,-10.102316,0.35908574
E2680_271,3.246889,-1.8678551
E2681_158,-16.219429,2.8778253
E2682_329,14.517213,-11.705444
E2683_256,4.588675,-0.2702049
E2684_491,16.505585,-7.222956
E2685_417,16.240412,-5.243691
E2686_31,-16.48083,15.336223
E2687_322,6.112673,-0.79384583
E2688_330,2.7538273,-3.5066845
E2689_41,-15.985483,14.683615
E2690_388,13.331991,-5.6157765
E2691_412,15.66733,-7.7969646
E2692_465,14.357468,-6.7971644
E2693_426,13.117631,-4.264388
E2694_108,-12.903557,8.201476
E2695_368,13.09477,-4.9393425
E2696_190,-9.10389,1.5544298
E2697_153,-12.831598,2.1164367
E2698_172,-16.345873,2.3163245
E2699_244,1.9450731,1.4866111
E2700_247,4.901955,-1.0034472
E2701_381,15.856175,-9.948499
E2702_399,14.996842,-7.6676607
E2703_30,-16.662113,15.762556
E2704_330,6.3316426,-0.5190716
E2705_68,-15.300139,9.828772
E2706_196,-3.3069272,4.906066
E2707_230,-3.3667383,-0.97169894
E2708_212,-4.737201,-0.70292753
E2709_198,-1.0172731,-1.5722712
E2710_185,-3.5333114,0.9291934
E2711_341,11.39226,-4.262706
E2712_136,-16.090061,3.2622724
E2713_494,15.833654,-2.6319911
E2714_436,15.802821,-10.668611
E2715_364,5.016279,-0.73581374
E2716_176,-16.346642,2.2938607
E2717_193,-0.5226672,2.1609142
E2718_465,13.426219,-9.70814
E2719_7,-21.882706,13.937959
E2720_164,-1.1385299,0.96638495
E2721_398,13.7359295,-3.8194742
E2722_290,-3.0156803,-0.25588796
E2723_378,9.958955,-5.6840262
E2724_491,14.927867,-5.7672954
E2725_149,-14.8387165,7.953937
E2726_451,15.329109,-1.7342355
E2727_12,-20.68616,14.303641
E2728_448,16.964607,-5.4843917
E2729_122,-16.90733,3.4532387
E2730_477,13.174167,-6.616675
E2731_406,14.221558,-6.9973965
E2732_79,-16.2117,7.404454
E2733_493,16.247654,-7.655411
E2734_358,13.962466,-8.667035
E2735_77,-13.899589,13.145133
E2736_148,-15.524241,3.0876584
E2737_228,-7.2051983,-0.4065675
E2738_66,-16.130312,9.658444
E2739_89,-12.762692,10.761008
E2740_329,6.120695,0.21383476
E2741_395,14.958593,-6.690704
E2742_55,-15.13612,14.496262
E2743_136,-7.18785,2.7151563
E2744_51,-16.037085,14.720755
E2745_484,16.271147,-6.887394
E2746_417,12.640136,-9.853227
E2747_416,16.228497,-8.115228
E2748_123,-14.385657,6.5179105
E2749_68,-15.287367,13.661107
E2750_484,11.451409,-6.7191834
E2751_21,-18.500975,14.378904
E2752_104,-18.396402,2.5786233
E2753_111,-15.560264,5.186276
E2754_35,-16.509157,14.965883
E2755_430,13.783325,-11.965418
E2756_327,6.137747,-1.14242
E2757_322,5.297026,-1.8378478
E2758_218,-1.1590506,2.2813559
E2759_410,13.483517,-6.67418
E2760_231,-6.087583,-1.563957
E2761_168,-2.5263908,1.9557806
E2762_398,12.674704,-5.2708745
E2763_232,-11.147418,3.0003972
E2764_98,-17.516857,3.3750067
E2765_86,-13.858928,10.356032
E2766_425,16.010689,-7.9463654
E2767_326,7.3176475,-1.7627792
E2768_146,-17.432318,2.3305595
E2769_408,8.4607935,-3.2742257
E2770_422,17.184677,-7.3252177
E2771_165,-8.139508,-1.0490226
E2772_111,-18.533012,2.3451958
E2773_38,-15.804123,15.195022
E2774_419,16.445707,-9.455729
E2775_276,7.5410256,-1.5306047
E2776_119,-16.136978,6.757178
E2777_269,7.0031266,-3.9266016
E2778_36,-15.998541,15.267658
E2779_305,7.666818,-4.182627
E2780_273,-0.6132258,1.357481
E2781_100,-15.168628,6.086767
E2782_101,-16.491522,6.8013487
E2783_406,17.348467,-5.355739
E2784_391,13.440892,-5.9557366
E2785_387,12.821319,-6.6035476
E2786_384,9.618549,-7.268822
E2787_219,-7.3707833,-1.2931229
E2788_141,-10.780977,1.4105515
E2789_144,-16.794102,2.3232965
E2790_82,-15.058809,11.339311
E2791_284,7.7219825,-3.822593
E2792_107,-16.292131,6.3652396
E2793_212,-7.225081,-1.149384
E2794_298,-0.32563636,2.1764972
E2795_60,-16.240808,10.3016205
E2796_356,0.09929779,1.4287956
E2797_109,-16.495031,3.4279108
E2798_129,-16.415237,3.32025
E2799_454,13.454352,-10.212745
E2800_410,15.272961,-6.177186
E2801_471,16.052364,-7.819762
E2802_6,-22.135027,13.832051
E2803_389,0.32863075,1.3815901
E2804_195,-7.028154,-1.1836251
E2805_319,1.5957448,0.6903562
E2806_421,17.270647,-7.8874917
E2807_264,-3.6587868,0.029853161
E2808_54,-16.346773,8.578907
E2809_17,-19.504803,14.481528
E2810_240,-0.37553057,2.118243
E2811_262,6.002502,-1.1898854
E2812_169,-3.55474,5.016634
E2813_348,1.7234831,0.8608952
E2814_262,6.5332828,-2.7573519
E2815_488,19.058651,-6.7632027
E2816_313,7.8019996,-1.0307269
E2817_493,14.624227,-4.8798327
E2818_296,1.4813944,-3.5427115
E2819_310,6.0096693,-2.6597433
E2820_5,-22.408188,13.704178
E2821_466,15.603654,-6.7042656
E2822_417,9.16399,-4.1244063
E2823_249,6.119361,-3.226346
E2824_432,15.369515,-8.733758
E2825_98,-12.772803,11.027287
E2826_492,16.40571,-7.4688735
E2827_262,0.98599553,1.9476998
E2828_321,5.505074,-2.5243986
E2829_314,7.5757422,-1.5633003
E2830_411,13.843746,-6.7363405
E2831_467,15.214251,-11.174323
E2832_389,11.56838,-5.146354
E2833_169,-14.20473,2.3448002
E2834_160,-16.83892,1.8398786
E2835_439,13.431986,-8.078877
E2836_114,-16.084793,6.8280706
E2837_253,-0.2408972,2.588198
E2838_71,-15.9437895,9.900183
E2839_302,-1.5245227,0.14277701
E2840_463,16.434118,-6.2427087
E2841_119,-15.941197,4.1964655
E2842_43,-15.886989,14.80226
E2843_308,13.225396,-2.18776
E2844_59,-16.082855,13.552323
E2845_402,15.697557,-7.0474644
E2846_259,6.248153,-2.4787207
E2847_17,-19.267584,14.480908
E2848_116,-12.850699,10.491708
E2849_2,-22.74433,13.528901
E2850_469,16.491436,-5.507682
E2851_302,4.7765756,-0.02133753
E2852_401,14.532958,-3.429498
E2853_348,5.000377,-0.41859463
E2854_464,13.441641,-6.783288
E2855_281,0.9347326,1.6167042
E2856_353,12.300171,-7.332995
E2857_367,6.3965673,-2.7195127
E2858_151,-3.4925609,4.90976
E2859_236,-8.938299,0.733214
E2860_193,-6.6743855,-0.5682825
E2861_432,6.5104346,-2.4306445
E2862_173,-16.286646,2.6907794
E2863_467,17.199957,-8.556328
E2864_162,-11.732383,9.942195
E2865_175,-14.63198,5.791536
E2866_30,-16.586763,14.400116
E2867_354,14.997027,-7.740281
E2868_83,-15.361477,10.213341
E2869_375,14.236124,-3.1573253
E2870_481,13.444378,-5.1695
E2871_388,8.35874,-4.9765477
E2872_213,-6.291986,-1.142502
E2873_328,11.713319,-3.9519112
E2874_294,5.819091,-2.171784
E2875_89,-16.36588,7.400723
E2876_155,-12.487748,9.034193
E2877_451,18.00777,-6.084106
E2878_311,4.460481,-4.069618
E2879_350,4.9710054,-2.423008
E2880_44,-15.449151,14.513868
E2881_365,9.563088,-1.6358892
E2882_137,-8.700605,-0.6211164
E2883_429,14.911492,-3.296829
E2884_199,-4.523022,0.37044898
E2885_413,14.273648,-7.832799
E2886_432,15.278494,-8.067812
E2887_160,-1.4834491,1.5583504
E2888_222,-8.890375,1.6829474
E2889_205,-7.580416,-0.92299235
E2890_275,8.30949,-3.87682
E2891_332,2.2147322,-1.2141353
E2892_207,-0.3301527,-1.2978637
E2893_205,-9.011095,1.0440435
E2894_386,11.870107,-5.292202
E2895_183,-9.212514,-0.12863618
E2896_3,-22.649591,13.580735
E2897_229,-0.33976942,1.7396284
E2898_152,-11.790028,9.618345
E2899_295,13.597981,-6.595089
E2900_435,16.002192,-7.2232847
E2901_67,-15.331635,14.184599
E2902_308,1.481306,0.89522177
E2903_420,13.726165,-6.5279956
E2904_43,-16.191366,13.770169
E2905_345,8.328026,-2.9794805
E2906_318,8.049016,-1.2689807
E2907_168,-14.301327,3.4052436
E2908_54,-16.303696,13.432756
E2909_437,11.999266,-6.3267403
E2910_450,16.70703,-9.9037895
E2911_201,-10.155768,0.37288082
E2912_282,7.8063436,-1.4819334
E2913_43,-15.149461,15.574544
E2914_384,19.449568,-4.3525777
E2915_253,1.7839822,1.0020844
E2916_172,-1.7273805,3.626168
E2917_404,10.525939,-8.099445
E2918_162,-12.578893,3.1396546
E2919_281,2.6555307,-1.0065335
E2920_494,15.033957,-6.6800203
E2921_67,-15.355482,10.981726
E2922_33,-16.513216,14.798076
E2923_293,7.7158403,-3.0070853
E2924_396,13.89369,-8.65211
E2925_47,-15.931986,14.629002
E2926_275,7.4254165,-4.320562
E2927_62,-14.197357,13.723586
E2928_432,10.894948,-9.34126
E2929_261,-3.9410386,-0.055599157
E2930_398,8.402313,-3.8302937
E2931_394,16.419449,-6.1996007
E2932_283,-9.43337,2.7487292
E2933_486,15.808476,-11.185754
E2934_144,-16.86573,1.8973726
E2935_324,0.11395749,2.0954905
E2936_130,-11.777646,10.012103
E2937_69,-16.007174,8.709281
E2938_61,-14.549037,13.980126
E2939_75,-14.487652,12.8306
E2940_10,-21.287819,14.151477
E2941_136,-15.8336115,2.619335
E2942_176,-9.551509,0.43762016
E2943_123,-11.014124,3.1007667
E2944_3,-22.648142,13.581409
E2945_220,-7.6288853,-0.8828027
E2946_465,17.783634,-8.43601
E2947_488,13.368046,-7.4493585
E2948_359,16.770615,-6.2815237
E2949_365,13.062786,-5.1744347
E2950_481,15.325721,-8.844345
E2951_44,-15.8806305,14.517529
E2952_354,11.346833,-6.503493
E2953_174,-10.966251,1.0853866
E2954_194,-1.1954322,-1.9752494
E2955_289,2.6712523,-0.15767017
E2956_386,12.181464,-1.7741519
E2957_334,4.2276354,-0.20224546
E2958_51,-15.102843,13.834401
E2959_315,2.2934515,-3.2205162
E2960_374,11.122921,-5.697671
E2961_152,-12.540207,9.156297
E2962_384,16.911968,-5.698463
E2963_256,-5.7633543,-0.899052
E2964_79,-12.923839,11.410532
E2965_438,13.762531,-8.821578
E2966_108,-15.392251,8.003266
E2967_362,8.357888,-3.613551
E2968_300,0.25556883,0.3978635
E2969_92,-13.385915,10.0456
E2970_291,5.4133706,-1.4120742
E2971_453,16.307499,-6.3953404
E2972_353,12.514573,-10.630842
E2973_10,-21.309925,14.140576
E2974_13,-20.555727,14.342616
E2975_290,6.376787,-3.0553286
E2976_108,-18.214104,2.372126
E2977_114,-15.276378,6.157345
E2978_16,-19.628798,14.461421
E2979_190,-16.291245,2.3409944
E2980_453,16.618166,-4.648938
E2981_378,14.785088,-8.571428
E2982_390,12.049772,-2.7525537
E2983_292,4.189703,-0.8123788
E2984_271,1.9292274,0.9211482
E2985_420,13.359937,-6.1411285
E2986_331,8.843939,-4.498026
E2987_443,16.142786,-6.7510853
E2988_132,-2.459319,2.728129
E2989_220,-6.366053,-1.4147305
E2990_233,-9.03278,-0.17315437
E2991_368,4.033835,-0.7230312
E2992_357,9.825288,-6.6872954
E2993_110,-15.182766,7.291071
E2994_404,11.840315,-8.411741
E2995_351,9.749124,-9.325131
E2996_371,6.1563134,-2.1139662
E2997_415,9.728758,-5.974968
E2998_102,-17.098083,3.6921716
E2999_24,-17.863348,14.491933
E3000_371,13.907415,-10.797915
E3001_23,-18.061049,14.586843
E3002_23,-17.777655,14.388327
E3003_171,-8.984327,1.553934
E3004_290,8.889667,-3.0437105
E3005_85,-14.967407,7.149282
E3006_21,-18.251009,14.535974
E3007_367,5.9655004,-3.628982
E3008_27,-17.296814,15.433584
E3009_111,-16.547417,4.1517787
E3010_252,-9.718734,2.2905798
E3011_438,13.724789,-9.061871
E3012_107,-16.749763,4.398594
E3013_372,13.099629,-10.193234
E3014_454,14.535066,-7.632941
E3015_333,16.741203,-4.9770355
E3016_437,9.914017,-6.249243
E3017_372,8.262586,-1.7054235
E3018_350,17.580713,-9.394726
E3019_410,11.436432,-5.6578484
E3020_288,-2.6756885,-0.24020813
E3021_392,10.990502,-5.816277
E3022_264,-1.6499207,0.7798161
E3023_49,-15.042779,14.184674
E3024_248,4.1285076,-1.0097772
E3025_134,-16.386993,2.6741567
E3026_326,9.531675,-5.3134246
E3027_466,18.088558,-4.724075
E3028_381,13.594636,-6.4776077
E3029_4,-22.532415,13.642339
E3030_381,7.5058393,-2.1567156
E3031_193,-8.246359,-0.75056446
E3032_441,14.505151,-8.452612
E3033_247,4.8167706,-2.3197486
E3034_348,11.562043,-4.706426
E3035_20,-19.005505,14.45543
E3036_108,-14.59435,8.094464
E3037_172,-1.8118494,3.6847053
E3038_22,-17.975872,14.253195
E3039_26,-17.274004,14.003852
E3040_473,13.171647,-11.293
E3041_306,5.7442155,-2.083104
E3042_347,6.307126,-2.1852598
E3043_296,-0.06620774,-0.9196181
E3044_93,-15.450079,5.3363314
E3045_481,14.658523,-7.569838
E3046_422,13.081934,-5.3412375
E3047_187,-6.2709904,2.537902
E3048_167,-12.881326,1.8581171
E3049_62,-16.694502,13.123421
E3050_426,15.746201,-5.532794
E3051_181,-3.265938,4.811435
E3052_424,7.552021,-5.0341682
E3053_455,13.211296,-6.6062136
E3054_370,15.868633,-6.682348
E3055_153,-8.47328,-0.5220489
E3056_209,-10.540575,2.8724492
E3057_190,-9.700168,2.5922344
E3058_365,15.416759,-6.932195
E3059_93,-16.16743,6.4623585
E3060_168,-7.7290945,-0.75164235
E3061_405,15.511619,-6.4174376
E3062_98,-18.276669,2.4543564
E3063_282,5.3580422,-1.461627
E3064_492,16.721685,-2.1794322
E3065_151,-15.871916,3.0092528
E3066_26,-17.108017,14.319744
E3067_282,6.7973557,1.0708508
E3068_96,-14.3447075,9.470572
E3069_330,12.967691,-5.0730286
E3070_401,12.965299,-9.513883
E3071_24,-17.886494,14.673914
E3072_35,-16.251034,14.501939
E3073_43,-16.089937,14.832746
E3074_305,6.840525,-2.1765814
E3075_158,-11.938149,9.877627
E3076_425,13.277638,-9.121505
E3077_161,-14.161435,3.2442362
E3078_7,-21.982912,13.897701
E3079_119,-16.002707,7.064169
E3080_236,-2.1930568,-1.6011306
E3081_76,-15.455971,12.171016
E3082_248,-0.05059302,1.5209463
E3083_202,4.0543613,-1.0064324
E3084_246,-4.6095243,0.43697897
E3085_464,12.778642,-5.943703
E3086_394,11.651183,-3.0160248
E3087_379,6.6476655,0.14358419
E3088_182,-16.56054,2.1255908
E3089_29,-16.763226,14.495293
E3090_168,-10.148192,0.2896477
E3091_108,-13.536308,2.5120852
E3092_47,-15.933904,12.641169
E3093_380,15.4012575,-8.964444
E3094_433,13.649417,-7.6462984
E3095_111,-17.785576,3.045519
E3096_462,17.122208,-6.8511615
E3097_176,-8.396655,-0.7775713
E3098_336,15.14189,-3.0215144
E3099_375,17.332628,-8.039877
E3100_155,-17.827057,2.1319246
E3101_291,3.1344044,-3.2070453
E3102_25,-17.689627,14.537202
E3103_125,-18.27938,2.195738
E3104_85,-15.900021,7.706607
E3105_408,19.354162,-7.8924417
E3106_472,14.336858,-5.3116536
E3107_232,-1.2006205,3.3540037
E3108_149,-12.060105,3.2540202
E3109_279,6.1667857,-1.7403992
E3110_245,5.615456,-1.988063
E3111_123,-14.69471,2.6352255
E3112_66,-14.746163,13.7350235
E3113_93,-16.500492,6.5297494
E3114_329,6.275319,-1.7347425
E3115_310,8.208402,-6.500555
E3116_89,-17.90384,3.19839
E3117_336,6.6326604,-3.8652365
E3118_259,0.18115799,1.12064
E3119_258,0.7672482,1.4612839
E3120_129,-16.30103,2.2497382
E3121_436,13.397698,-8.127757
E3122_427,15.017356,-5.8492537
E3123_241,-1.1747872,2.9370167
E3124_329,0.9273616,-3.4692852
E3125_382,4.0609193,-1.9074446
E3126_309,8.932711,-2.7821546
E3127_311,5.8409586,-0.99872303
E3128_32,-15.991523,14.853522
E3129_74,-13.26753,12.13938
E3130_86,-13.439537,11.995092
E3131_24,-17.82788,15.021825
E3132_299,-0.49721003,2.1765904
E3133_139,-16.712954,2.6748166
E3134_495,13.894378,-7.1643424
E3135_490,14.501502,-4.419249
E3136_254,4.7369847,-3.4254854
E3137_240,-7.292481,-1.4018228
E3138_8,-21.790071,13.977082
E3139_263,-3.84861,-0.5375093
E3140_342,9.891476,-2.9705422
E3141_236,-4.6897597,-0.19248824
E3142_367,17.121197,-7.9502316
E3143_166,-17.29495,1.9271212
E3144_126,-18.07911,2.4361136
E3145_441,14.525736,-5.9184647
E3146_405,7.6480885,-1.5205882
E3147_270,2.5764203,-1.4333116
E3148_473,13.417026,-7.6313334
E3149_113,-15.928618,4.5191784
E3150_123,-16.130198,7.162311
E3151_239,0.28993717,0.40017152
E3152_76,-16.360924,8.340305
E3153_248,2.1425583,-3.3420122
E3154_79,-15.5440445,9.806543
E3155_402,15.617067,-6.844595
E3156_447,13.974542,-7.4791913
E3157_349,17.416616,-8.510861
E3158_337,10.56538,-9.287976
E3159_386,8.774642,-2.1694083
E3160_410,14.408682,-6.625214
E3161_490,14.858414,-6.7341447
E3162_312,0.5117484,0.9014473
E3163_328,9.48783,-0.38850278
E3164_233,-5.7235684,1.260699
E3165_249,-10.244224,2.9077575
E3166_239,5.7204776,-0.53796285
E3167_229,-0.30569938,1.8076233
E3168_473,17.140402,-7.680258
E3169_473,18.165976,-7.4395356
E3170_372,5.4501457,-2.146241
E3171_400,12.590394,-6.5795536
E3172_72,-14.861107,13.792302
E3173_360,7.024861,-2.6679838
E3174_184,-10.97419,1.6585771
E3175_308,11.254774,-5.127545
E3176_14,-20.253319,14.416154
E3177_94,-15.243081,11.588963
E3178_82,-15.546179,7.279428
E3179_361,7.698567,-3.6702635
E3180_450,15.4915495,-7.5526276
E3181_49,-15.462973,14.927904
E3182_497,17.073254,-5.59603
E3183_233,-3.4227169,-0.7023845
E3184_331,10.829843,-3.9835274
E3185_427,14.2073,-6.644777
E3186_409,18.578846,-6.5988593
E3187_455,17.170773,-5.5043693
E3188_121,-17.651608,2.4809327
E3189_493,13.899801,-9.807509
E3190_170,-13.525928,4.3294697
E3191_286,5.609152,-2.7231789
E3192_31,-16.625427,14.438761
E3193_101,-14.280328,7.99894
E3194_376,13.6963415,-8.275973
E3195_62,-15.649546,12.487062
E3196_310,5.74304,-3.6643076
E3197_252,5.40203,-1.9940325
E3198_373,11.576687,-8.619551
E3199_490,16.295166,-2.6415493
E3200_334,5.8948812,-3.0510297
E3201_225,-0.02121691,2.6091104
E3202_27,-17.199612,13.947683
E3203_250,-5.322756,-1.4922166
E3204_324,6.213147,-1.3396314
E3205_441,15.869881,-7.976273
E3206_365,14.016072,-1.839271
E3207_146,-17.048218,2.3213167
E3208_171,-6.7700315,0.17473634
E3209_155,-10.69652,1.1001356
E3210_445,11.445523,-7.6624904
E3211_60,-15.31362,13.539106
E3212_377,14.64565,-9.80274
E3213_77,-14.567201,11.959412
E3214_110,-15.511193,7.0282784
E3215_395,14.915606,-5.3257437
E3216_1,-22.823507,13.48303
E3217_479,12.319581,-3.4862564
E3218_161,-17.268118,1.6485815
E3219_433,15.928601,-7.3857656
E3220_395,16.445322,-7.980596
E3221_270,3.8296747,-0.33721614
E3222_42,-16.08853,14.48893
E3223_262,5.0646477,-1.9350251
E3224_443,14.324486,-7.835735
E3225_456,13.988382,-9.9061165
E3226_286,3.2178233,-1.2403119
E3227_383,17.354462,-5.712999
E3228_49,-16.200022,13.842701
E3229_264,-3.6743393,-0.52102965
E3230_43,-16.075079,14.474183
E3231_181,-11.248722,2.837957
E3232_21,-18.206316,14.5390215
E3233_264,3.7470825,-0.2513276
E3234_265,2.4373808,-2.8692303
E3235_153,-17.436586,1.5814791
E3236_83,-15.678775,10.46495
E3237_481,11.932163,-10.7627
E3238_27,-16.967997,14.246735
E3239_266,6.3404846,-2.6573071
E3240_263,-0.52402574,2.352028
E3241_396,8.453835,-3.2424111
E3242_162,-6.9519215,-1.5782753
E3243_448,15.814884,-6.931147
E3244_86,-13.644,11.421734
E3245_98,-17.204208,2.9976327
E3246_218,-8.363449,0.14939652
E3247_241,-0.09115525,2.0539725
E3248_102,-17.764204,3.4911983
E3249_155,-11.806784,10.057255
E3250_279,3.2517774,-0.10617576
E3251_8,-21.764194,13.984937
E3252_130,-16.778797,2.1219842
E3253_458,9.749767,-7.961523
E3254_322,5.800455,-2.4416587
E3255_117,-18.178095,2.266224
E3256_264,7.123468,-2.0004725
E3257_327,11.854288,-4.256915
E3258_275,-3.2958488,0.2743725
E3259_74,-15.387412,8.18654
E3260_474,14.601489,-5.8213596
E3261_26,-17.090698,14.399844
E3262_285,-2.0275493,0.68466854
E3263_325,0.3953303,1.4968247
E3264_179,-10.928919,2.832323
E3265_474,13.766516,-6.3126893
E3266_31,-16.306387,15.543325
E3267_452,14.213821,-9.1094475
E3268_405,16.513332,-2.1963236
E3269_2,-22.753613,13.5235615
E3270_123,-12.336564,1.4776869
E3271_148,-8.535803,-0.497355
E3272_152,-6.0774627,-0.794952
E3273_431,13.029959,-9.035819
E3274_374,10.178721,-3.9681847
E3275_369,15.147686,-8.148182
E3276_154,-18.21267,2.4812953
E3277_40,-16.21923,14.809955
E3278_133,-16.100552,4.478962
E3279_375,6.7615495,-2.20861
E3280_416,13.022482,-7.6115284
E3281_466,13.960739,-6.86943
E3282_334,5.454146,-0.2782097
E3283_59,-15.995574,13.262586
E3284_54,-16.382101,13.314754
E3285_285,6.471807,-2.8148503
E3286_383,9.621477,-8.673879
E3287_366,11.538108,-5.6484475
E3288_481,13.090592,-2.09924
E3289_126,-17.068434,2.4321926
E3290_409,16.728613,-8.206446
E3291_179,-1.6366634,3.3715053
E3292_382,14.252128,-8.642027
E3293_307,2.0932958,-0.11013662
E3294_495,14.735111,-4.178435
E3295_145,-17.662941,1.8350918
E3296_262,2.2419136,0.50766504
E3297_184,-5.7273,1.1072499
E3298_172,-1.5504721,3.4992335
E3299_171,-10.615922,2.3209038
E3300_281,7.0123796,-5.516515
E3301_150,-11.495519,3.030331
E3302_169,-1.5875435,3.5614433
E3303_426,14.431283,-5.171312
E3304_379,13.374175,-9.7165365
E3305_264,7.1273193,-3.1993167
E3306_445,15.6232395,-8.511623
E3307_166,-2.9239888,4.565055
E3308_115,-16.705446,3.675046
E3309_7,-21.974516,13.899696
E3310_183,-10.307457,0.13769488
E3311_227,3.4727983,-1.6271496
E3312_478,15.215015,-7.9977317
E3313_193,-7.9337463,-0.81680435
E3314_37,-16.098713,14.424796
E3315_99,-12.026371,10.094772
E3316_469,18.009718,-5.6676126
E3317_133,-14.163494,6.651118
E3318_476,13.032781,-7.424965
E3319_381,12.411732,-3.7474077
E3320_479,17.13843,-9.484948
E3321_46,-15.689199,16.108002
E3322_472,13.802019,-5.117407
E3323_156,-15.533422,2.683881
E3324_156,-15.296191,4.2558675
E3325_191,-10.2001505,2.251493
E3326_151,-14.307826,2.4865952
E3327_173,-10.314405,0.2573403
E3328_217,-6.8334546,-1.6515794
E3329_156,-7.3993044,-1.2714725
E3330_412,13.421139,-6.7926173
E3331_456,17.422647,-7.559341
E3332_88,-16.005507,7.1948996
E3333_455,14.966203,-10.26991
E3334_406,16.882223,-4.390259
E3335_115,-17.74194,2.2428923
E3336_71,-14.298775,12.002786
E3337_395,13.433577,-6.44699
E3338_385,16.944483,-7.487094
E3339_422,15.779056,-6.377248
E3340_284,4.103283,-0.038010392
E3341_238,-4.3905096,0.025285527
E3342_195,-6.442683,-2.100373
E3343_360,12.145394,-6.6713033
E3344_251,0.25885484,1.3065671
E3345_189,-9.911689,0.20917441
E3346_127,-14.519784,3.6302977
E3347_228,0.30420393,1.0275422
E3348_429,19.176683,-7.1482553
E3349_485,14.271906,-6.0715795
E3350_315,0.5216079,1.1787273
E3351_377,4.4336762,0.13327241
E3352_143,-11.912674,9.269352
E3353_91,-12.511553,10.767367
E3354_253,2.1874468,-2.9398646
E3355_107,-17.398554,3.0108008
E3356_496,15.905683,-4.717688
E3357_6,-22.106699,13.842948
E3358_14,-20.147259,14.410336
E3359_404,5.596376,-1.1155653
E3360_368,12.647286,-3.300544
E3361_302,6.0177393,-3.7210634
E3362_204,-1.9278162,0.3339668
E3363_328,11.861051,-4.574732
E3364_195,-7.7463064,-1.1087236
E3365_23,-17.888348,14.112173
E3366_114,-16.77775,3.263119
E3367_488,14.633329,-5.153106
E3368_9,-21.469606,14.08945
E3369_242,-0.7655957,1.5151387
E3370_140,-14.604799,4.8976398
E3371_464,17.46733,-4.7383294
E3372_119,-16.136803,4.804422
E3373_210,5.901898,-2.1152983
E3374_375,10.505951,-3.4819596
E3375_186,-8.071169,-0.63630915
E3376_345,14.986473,-8.095258
E3377_233,-0.029231247,-2.786732
E3378_237,-5.2361717,0.23950139
E3379_153,-15.28579,2.9897673
E3380_70,-16.539268,6.9077973
E3381_237,-8.405523,-0.07165012
E3382_263,-1.0437442,-2.4210842
E3383_465,18.433504,-5.9149604
E3384_113,-15.367396,4.4415693
E3385_272,7.1014605,-1.8806514
E3386_465,15.146038,-4.471865
E3387_252,-5.7906175,0.41035086
E3388_4,-22.552958,13.631239
E3389_346,7.6462955,0.14510016
E3390_199,-8.867308,1.1767217
E3391_182,-1.1340439,-0.2515169
E3392_355,17.163475,-5.530616
E3393_31,-16.87105,14.49799
E3394_288,2.4168737,0.6007387
E3395_470,15.925497,-3.0391293
E3396_146,-14.492711,6.1108975
E3397_106,-12.60578,10.312049
E3398_371,10.211883,-4.624662
E3399_49,-15.733794,13.935911
E3400_478,12.292706,-6.6333065
E3401_360,16.705002,-5.164075
E3402_238,-7.261461,-0.7133087
E3403_224,-0.7298454,1.7109679
E3404_310,10.716149,-6.000035
E3405_343,15.146966,-2.3909411
E3406_153,-10.991107,0.7646119
E3407_67,-14.448899,13.711805
E3408_374,12.270335,-3.6676304
E3409_209,-4.632876,1.185634
E3410_343,14.389814,-5.040638
E3411_328,4.4408927,-2.360116
E3412_66,-15.403452,13.042672
E3413_306,4.534565,-0.595585
E3414_270,6.434785,-2.6177864
E3415_249,-1.2358263,2.977432
E3416_296,6.84102,-3.7639701
E3417_31,-16.789341,14.181054
