Gene,CB_Exc,HB_Exc,Tel_Exc,MB_Inh,Purkinje
ZNF518B,0.5435267,0.92732286,1.0,0.6704058,0.55021363
ZNF543,0.6321032,0.8442648,1.0,0.62605774,0.66456854
ZNF354B,0.40398252,0.6569029,1.0,0.49481934,0.6837031
ZNF223,0.41116244,0.7530841,1.0,0.95190066,0.74550486
ZNF830,0.6456287,1.0,0.9162721,0.57747936,0.75119776
ZNF652,0.3499601,0.6845004,0.8365037,1.0,0.6851002
ZNF789,0.5637953,0.6893112,1.0,0.8239289,0.89487916
ZFP2,0.4770173,0.7350764,0.9708349,1.0,0.5748142
BHLHB9,0.36846903,0.634702,1.0,0.7667364,0.6835935
ZBTB8A,0.39022955,1.0,0.88904417,0.6629845,0.61945873
REST,0.8826803,0.8461098,0.69978875,0.5822134,1.0
ZNF264,0.468401,1.0,0.9715504,0.898233,0.90182394
ZNF446,0.60745096,1.0,0.8832334,0.86253506,0.9858182
ZNF586,0.44012716,0.56052274,0.84913355,1.0,0.6446692
ZNF416,0.58923954,1.0,0.91177744,0.6999267,0.7252055
ZNF222,0.6122567,1.0,0.9400496,0.88536924,0.8886661
ZNF233,0.60326904,0.6699882,0.77838486,1.0,0.7742571
ZNF235,0.60049266,0.58784056,0.92182696,1.0,0.7017668
ZNF224,0.64715093,0.7974423,0.90419936,1.0,0.9996103
ZNF215,0.38609347,0.29261127,0.27282363,0.4096765,1.0
GRHL2,0.7633331,1.0,0.54937965,0.43365023,0.7595721
KHSRP,0.6088337,0.65258104,1.0,0.64346975,0.714588
ZNF276,0.7873668,1.0,0.85125643,0.596603,0.77566165
ZC3H18,0.548861,0.78798044,1.0,0.5692543,0.6804318
ZNF317,0.3730255,0.5650916,1.0,0.5474372,0.50731575
ZC3H4,0.5167612,0.6474827,1.0,0.3916406,0.34526557
EBF4,0.030847872,0.15327539,1.0,0.39969665,0.06807949
RBM22,0.5014252,0.87114173,1.0,0.6226991,0.74632716
MYF6,0.9096385,1.0,0.12086353,0.30355516,0.3518018
MTA2,0.47180972,0.607505,1.0,0.41953394,0.45265386
ZNF75A,0.66610116,0.7734603,1.0,0.6756602,0.7096963
ZNF469,0.4527613,1.0,0.35548094,0.43365023,0.2716117
ZNF780B,0.5102375,0.6158494,0.79843915,1.0,0.7737294
MYSM1,0.6013901,0.6815765,1.0,0.50158453,0.17363791
ZNF326,0.8314295,0.8890449,1.0,0.9293032,0.83278763
ZNF426,0.79836094,0.92482245,1.0,0.7744404,0.7962453
ZNF510,0.45832402,0.63900286,1.0,0.76563925,0.5777074
ZNF717,0.45470566,0.5145266,1.0,0.8252246,0.50634676
CENPT,0.8106535,1.0,0.8254094,0.4759576,0.77895147
THAP10,0.6458972,1.0,0.914224,0.611558,0.5581471
ZNF577,0.65272146,0.6164788,1.0,0.87587774,0.7000391
PATZ1,0.49520823,0.8447657,1.0,0.64219123,0.50461155
ZNF414,0.53545827,0.9124067,1.0,0.66369677,0.6917313
DPF2,0.6416323,0.8209923,0.9936452,1.0,0.91822624
TADA2A,0.5133957,0.8351849,1.0,0.3181752,0.51143825
ZC3H14,0.7211917,0.75155723,1.0,0.77467555,0.9004449
L3MBTL2,0.58840257,1.0,0.96599257,0.5683446,0.8162068
ZNF599,0.3408902,1.0,0.9297194,0.5003657,0.71036905
ZNF236,0.5664756,0.6154313,1.0,0.4162379,0.79739654
PRDM4,0.66693383,0.9950618,1.0,0.67261785,0.6282339
ZNF141,0.6913354,0.5644225,1.0,0.71567816,0.6425295
ZNF227,0.5378625,0.535281,1.0,0.7939514,0.63918185
ZBED3,0.67010415,1.0,0.7396763,0.8183523,0.45099816
ZNF670,0.5114485,0.85275286,0.8588893,0.8804678,1.0
RFXAP,0.57437205,0.8275675,0.96508414,1.0,0.78981495
TERF2,0.6224839,0.6846016,1.0,0.50008804,0.5111497
IKZF5,0.7230483,0.75458425,1.0,0.6606108,0.68786436
UNK,0.50125206,0.56263816,1.0,0.6169415,0.4086871
ZNF451,0.49816233,0.61519915,0.9929044,1.0,0.7625013
RBAK,0.6346849,0.82431513,1.0,0.7096134,0.7303791
ZNF853,0.4933538,0.8921309,1.0,0.3369537,0.3195482
ZNF528,0.49209526,0.8377217,1.0,0.82253367,0.7699806
ZNF92,0.4783419,0.572067,1.0,0.544269,0.42443863
ZNF180,0.42600924,0.6419996,1.0,0.65835184,0.8418137
SNAPC4,0.8432547,1.0,0.9359175,0.66937804,0.76561993
KAT7,0.57688993,0.5671789,1.0,0.6863137,0.595261
ZNF41,0.4822193,0.6813713,1.0,0.4812051,0.4297616
KDM5C,0.51201564,0.850733,1.0,0.776421,0.7193704
ZNF283,0.3828064,0.72775626,1.0,0.8816064,0.89772445
MXD3,0.74574757,0.4207014,1.0,0.19459976,0.19733803
FOXK1,0.7732743,0.7245949,1.0,0.74224377,0.62253845
ZFAT,0.3723807,0.42200512,1.0,0.33084708,0.35515735
ZNF12,0.5537282,0.79741865,0.8703411,0.84675175,1.0
SALL3,0.0,0.0,1.0,0.3587933,0.0
ZNF99,0.3227126,0.44906434,0.8801432,1.0,0.6671522
ZNF800,0.7722609,1.0,0.7382892,0.47653112,0.36505753
GCM2,0.9281844,0.9475032,0.9161486,0.73959297,1.0
TEF,0.6590959,0.7828283,1.0,0.3146341,0.38903105
ZNF226,0.55234486,0.67608726,0.88781476,1.0,0.66935134
ZNF134,0.5225791,0.9811403,1.0,0.7683892,0.7566626
SRF,0.65902555,0.9222174,1.0,0.5757711,0.7880847
ZNF579,0.5039038,0.81155205,0.8101387,0.8383855,1.0
ZNF319,0.4241706,0.8028038,1.0,0.39076498,0.47551623
ZNF432,0.59193414,0.6830524,1.0,0.6506614,0.6535331
HMX1,1.0,0.8038907,0.75569713,0.23240493,0.35351273
ZNF845,0.5232687,0.77964604,1.0,0.38984272,0.51252747
TUB,0.22067328,0.40998462,0.7730141,1.0,0.7050791
ANKZF1,0.42756966,0.735944,1.0,0.8684538,0.804179
EZH1,0.5511573,0.6610214,1.0,0.8361824,0.8964424
ZNF7,0.4052549,0.723957,1.0,0.68170726,0.7064599
ZNF484,0.67219883,0.8148053,1.0,0.91715854,0.9228759
ZNF558,0.48524892,0.99560183,1.0,0.611884,0.61521
ZFP37,0.45960763,0.70049417,0.92954755,0.89778745,1.0
ZNF839,0.74678856,1.0,0.98099995,0.9061929,0.832177
TBPL1,0.45331746,0.8664068,1.0,0.759333,0.800338
KLF15,0.3420983,0.6017305,1.0,0.27724937,0.57883954
ZNF444,0.8409357,0.8485169,1.0,0.89305484,0.85914516
EHF,0.349861,1.0,0.9064765,0.43365023,0.6596284
NFYC,0.5975232,0.6828958,1.0,0.78895193,0.9735694
HOXB1,0.349861,1.0,0.0,0.0,0.21987614
HOXD3,0.0046022693,1.0,0.005503525,0.017991053,0.07052945
MXI1,0.9165657,0.8892846,1.0,0.83232206,0.5918182
MEIS1,1.0,0.86546916,0.044335183,0.03114312,0.09032807
CSRNP3,0.48441947,0.5488105,0.48781246,1.0,0.7524103
MBNL3,0.9440627,0.82590336,1.0,0.1414689,0.69457793
NFIA,0.8362554,0.9046264,1.0,0.031502828,0.08164499
HOXD12,,,,,
SOHLH2,1.0,0.31880793,0.27902666,0.06674193,0.033840537
IRX3,1.0,0.46331763,0.12536912,0.9776001,0.26355073
IRX5,1.0,0.61571604,0.10411638,0.47154623,0.21549219
ETV4,1.0,0.5759217,0.5865112,0.3699979,0.44321
GRHL1,0.8899538,1.0,0.28858668,0.62740886,0.49381167
TSC22D1,0.2796963,0.4255448,1.0,0.4792304,0.39433876
ZNF497,0.41872978,0.9215715,0.8245337,0.62281513,1.0
CERS3,0.33082035,0.25609365,1.0,0.23919553,0.43314523
SPDEF,0.0,0.82737947,1.0,0.5125619,0.46779686
ZMAT1,0.6053952,0.6746092,1.0,0.86123514,0.63190114
BARX2,1.0,0.8336644,0.57576925,0.30987325,0.36660585
FERD3L,0.0,0.0,0.0,1.0,0.5070357
ZSCAN5A,0.74518806,0.6470748,1.0,0.5144409,0.4038572
OTX1,0.01871307,0.0066858944,1.0,0.759627,0.034546614
ZIC5,0.67072076,1.0,0.07377502,0.07320094,0.10107343
ZIC4,1.0,0.7462277,0.04737342,0.17781755,0.26362914
SOX2,,,,,
ZNF69,0.2991111,0.5672216,1.0,0.7133926,0.5112075
SOX9,0.597164,1.0,0.95233417,0.34394506,0.15702172
POU5F1B,0.0,0.0,0.0,0.0,1.0
FOXB1,0.6361109,1.0,0.3296278,0.47307298,0.43975228
ZNF280A,,,,,
DBX2,0.14994043,1.0,0.38848993,0.061950035,0.06282175
TCF24,0.699722,1.0,0.3021588,0.0,0.43975228
HOXC11,,,,,
NR1H4,0.2893042,0.9302758,0.37478808,0.08964763,1.0
RFX4,1.0,0.5521154,0.072187476,0.102254,0.09609675
RFX2,1.0,0.60785216,0.6434033,0.6013435,0.18771683
ESR1,0.48495582,1.0,0.87356806,0.5066409,0.58343375
POU2AF1,1.0,0.2679636,0.43182695,0.23240493,0.8641423
ZNF19,0.7984557,1.0,0.4819711,0.7129954,0.22392292
RFX3,0.7786907,0.8305937,0.8827981,1.0,0.5924762
TP73,1.0,0.4763797,0.23304947,0.08853521,0.19452554
FOXA1,0.12722218,1.0,0.18312654,0.5256367,0.1599099
FOXJ1,0.29400083,1.0,0.36563754,0.36441195,0.19955143
ID4,0.2591581,0.94977117,1.0,0.8053309,0.96048665
IRX4,0.06629888,0.42637643,0.57259285,0.90394694,1.0
NEUROG3,0.0,1.0,0.3021588,0.0,0.10993807
ENO1,0.8959509,1.0,0.5640952,0.36430845,0.72334254
ZNF705A,,,,,
NKX6-1,0.039145287,1.0,0.1690399,0.46094292,0.09533092
MESP1,0.32970253,0.99359787,0.64378005,0.25763598,1.0
KLF1,0.28946784,0.74464154,1.0,0.75346595,0.2183052
ZNF665,0.67103904,0.66754484,1.0,0.48110923,0.4051877
EN2,1.0,0.043988544,0.0496217,0.5180097,0.38989037
HNF4G,0.42322966,0.35913208,0.43405968,1.0,0.2909221
ZNF772,1.0,0.35728475,0.43182695,0.9296197,0.8641423
ZNF429,0.5578486,0.70272464,1.0,0.8993594,0.5825087
ZNF707,0.0,0.41368973,1.0,0.0,0.727684
SALL2,0.57970494,1.0,0.82531404,0.8729141,0.6916492
ZGLP1,0.5235473,0.8069059,0.6028849,0.5598639,1.0
SOX21,0.025176162,0.07196047,0.36766264,1.0,0.040275175
FOXR1,0.2894678,0.82737947,1.0,0.3587933,0.6367235
ZNF660,0.6349616,0.4537242,1.0,0.509255,0.18778941
ZXDA,0.26407588,0.6386789,1.0,0.33990943,0.49788904
ZNF514,0.77880627,0.9554263,1.0,0.90979725,0.8532961
ZNF513,0.2967045,0.8377217,1.0,0.4888559,0.723136
SOX30,1.0,0.5359272,0.43182695,0.61974645,0.35351273
MBD3,0.31367534,0.6188292,1.0,0.3220265,0.3222723
SMARCC2,0.5336489,0.7731538,1.0,0.7782704,0.9292202
EN1,1.0,0.23238032,0.09479128,0.86411804,0.3487226
ZNF879,0.3486064,0.78289676,1.0,0.9027703,0.81766653
VAX1,0.24811527,0.59098536,1.0,0.9738676,0.12994358
ZFY,1.0,0.784855,0.943884,0.6129733,0.6765466
SALL4,1.0,0.42310035,0.6591043,0.5952828,0.6243325
HES5,0.0,0.82737947,1.0,0.7175866,0.0
RAX,1.0,0.010064359,0.0060820696,0.017457647,0.01991621
GCFC2,0.7711338,0.6671228,1.0,0.6821861,0.64558786
ESX1,1.0,0.17864238,0.43182695,0.15493661,0.31423357
BRCA1,0.6246537,0.26066238,1.0,0.11691353,0.12732957
NKX2-3,0.0,0.49414414,0.9954,1.0,0.072433665
ZZZ3,0.6570596,0.41842464,1.0,0.7854212,0.52275616
ZNF20,0.7421652,0.5936514,0.96624416,1.0,0.53372175
ZBTB20,0.7543645,0.5332751,1.0,0.61984986,0.49050125
TP53,0.9400898,0.6172926,1.0,0.42965218,0.21784897
WDHD1,0.58394974,0.20891194,1.0,0.26915476,0.20094939
FEZF1,0.08531683,0.16547589,1.0,0.18883859,0.107237644
TFAP2C,0.0027833444,0.0,1.0,0.014662227,0.037608672
CREB5,0.3112702,0.2859004,1.0,0.13584563,0.08711032
ZNF438,0.38519084,0.3224105,1.0,0.1304518,0.15973552
HMGA2,0.37533066,0.05081681,1.0,0.07142938,0.12376364
ZNF835,0.52185744,0.8157263,1.0,0.8894031,0.94291455
ZC3H15,0.47432336,0.856332,0.97825354,0.5319005,1.0
ZNF219,0.6395571,0.73207927,1.0,0.8349928,0.46480337
ZNF589,0.57604814,0.5983542,1.0,0.6817967,0.46047336
TFB2M,0.794318,0.7400571,1.0,0.44494155,0.73728406
ZNF474,1.0,0.0,0.0,0.0,0.0
MIER3,0.57577205,0.9166731,1.0,0.7195472,0.43641156
FOXO6,0.061661784,0.09465091,1.0,0.07926006,0.3652773
ZBTB6,0.59388965,0.94034266,1.0,0.8340951,0.56925833
ZNF566,0.38997748,0.50562084,1.0,0.59134454,0.48301712
ZNF750,0.6880104,0.6714964,1.0,0.4991907,0.73295707
ZSCAN1,0.594862,0.5897849,0.8541174,1.0,0.40889972
ZNF197,0.37033984,0.5595456,0.66311204,1.0,0.4306075
CEBPZ,0.69572055,0.7619151,1.0,0.8494112,0.74906135
HMGXB4,0.46141756,0.43872052,0.9483247,0.49329603,1.0
ZNF823,0.71371645,1.0,0.80495113,0.61057955,0.7616509
ZNF573,0.5146094,0.6521901,1.0,0.7717441,0.66208565
ZNF138,0.4442254,0.65153486,1.0,0.84248716,0.6103586
FEZF2,0.0075349533,0.021536993,1.0,0.009339522,0.028412823
CARHSP1,0.32218662,1.0,0.61297977,0.22591865,0.25189844
ZNF239,0.6999072,0.8150305,1.0,0.37485868,0.8335783
E2F5,0.80987716,0.702293,1.0,0.5640048,0.6402029
ZNF442,0.6331369,0.90880924,0.76745427,0.97407705,1.0
GABPA,0.4907485,0.63543165,1.0,0.5954734,0.73000294
SMAD4,0.6200667,0.6817536,1.0,0.56669104,0.58180946
ZSCAN12,0.599507,0.80847996,1.0,0.88332367,0.75261736
TGIF2,1.0,0.8159269,0.98003286,0.27866614,0.10652741
ZNF584,1.0,0.8483935,0.9368966,0.843118,0.5896043
ZNF625,0.8413388,0.91081536,0.9516155,1.0,0.62690324
ZNF483,1.0,0.7007899,0.62573266,0.60438085,0.80852383
GSX2,,,,,
ZNF594,0.49066228,0.71924675,1.0,0.80568635,0.57422197
ZNF582,0.44056574,1.0,0.8505211,0.7281041,0.60533804
DMRTC2,0.0,0.0,0.0,0.0,1.0
ZNF320,0.558406,0.70415276,1.0,0.84736294,0.7263938
PKNOX1,0.62877285,0.710636,1.0,0.41383153,0.38009128
ADNP2,0.52334243,0.7287515,1.0,0.6154137,0.84755915
MATR3,0.4336429,0.57820725,1.0,0.38788468,0.4565585
ZNF273,0.65304524,0.64806145,1.0,0.8758376,0.6783416
NKX2-1,0.0,0.5765015,0.52258503,1.0,0.06337946
ZNF17,0.23157425,0.33095178,1.0,0.78934526,0.4366104
PRDM14,0.38595706,0.27579314,1.0,0.23919553,0.60640335
TBX4,0.16541018,0.0,1.0,0.0,0.31186458
ZNF131,0.5661052,0.6927626,1.0,0.9177351,0.7168671
NR1I2,0.80678153,0.5765015,0.0,1.0,0.5070357
AFF2,0.109150246,0.14863646,0.655687,0.3540668,1.0
MYF5,,,,,
TOX,0.21936211,0.48528782,0.18879355,1.0,0.40121412
CREB1,0.5114272,0.47317383,1.0,0.96851766,0.42931184
DMTF1,0.8003387,0.88118166,1.0,0.838382,0.75364965
FUBP1,0.76670295,0.6699234,1.0,0.8810731,0.7056549
DBX1,0.24824046,0.5321552,0.0,1.0,0.078005485
ZNF518A,0.7114134,0.8833552,0.69415295,1.0,0.7745535
SETBP1,0.65968853,0.83974427,1.0,0.44624156,0.19618471
NCOR1,0.6352067,0.62797797,0.82822585,1.0,0.7905936
TFCP2,0.65005535,0.7451573,1.0,0.8917862,0.63135326
SREBF2,0.6613554,0.69356287,1.0,0.44014898,0.56309336
ZNF333,0.43276083,0.80811834,0.80532974,0.7186628,1.0
RUNX2,1.0,0.70912176,0.7912255,0.6575455,0.70153546
DDB2,0.8424731,0.32369143,1.0,0.16922976,0.21351607
ETV3,0.65114844,1.0,0.8299447,0.44097266,0.58908653
ZNF799,0.80678153,0.7206269,0.69678,1.0,0.5070357
TSC22D2,0.38943237,1.0,0.561896,0.4156658,0.38934264
FOSL1,0.84208816,0.30086526,1.0,0.3914109,0.49614817
NR4A1,0.22307609,0.6932782,1.0,0.46083543,0.23477267
HOXD8,0.0,0.0,1.0,0.0,0.727684
ALX4,0.16749191,0.41889614,0.57862014,0.41521007,1.0
ZNF460,0.53466403,0.85901463,1.0,0.5825115,0.66133636
JUNB,0.653637,0.81270015,1.0,0.28124768,0.33919463
MSX2,1.0,0.62904924,0.0620177,0.023075666,0.24236101
GATA6,1.0,0.8932119,0.75569713,0.61974645,0.47135034
SIX4,0.76317173,0.98161066,0.96042657,1.0,0.92499757
ZNF550,0.5230992,0.94077665,1.0,0.8742172,0.943773
TBX15,1.0,0.42224562,0.41219845,0.11268117,0.7070255
RELB,0.86840343,0.8273795,1.0,0.39467263,0.5275709
CSRNP1,0.4192292,0.6276672,1.0,0.17939664,0.10977991
MYC,0.36141643,0.91824776,1.0,0.38575464,0.5888772
ZNF266,0.72520596,0.8344061,1.0,0.73129845,0.88527167
ZNF410,0.66711015,0.8033374,1.0,0.7405954,0.6934143
IRF1,0.43420172,0.594679,1.0,0.10091062,0.08527547
BNC1,0.24824047,0.91648954,0.5002523,1.0,0.23401645
EGR1,0.2863706,0.55839604,1.0,0.20966522,0.14254221
ZBTB22,,,,,
KLF13,0.24048094,0.61735237,1.0,0.15455711,0.18471977
KLF10,1.0,0.9340778,0.9313914,0.27544287,0.43130097
MSC,0.0,1.0,0.0,0.0,0.21987614
PAWR,1.0,0.51502216,0.8533176,0.27278736,0.24277887
STAT3,0.57259697,1.0,0.85865384,0.6677993,0.9213537
ZNF296,0.691527,0.7823949,0.84609,1.0,0.92352927
ZNF876P,0.79716825,0.38879654,0.9343623,0.7175375,1.0
ZNF544,0.32229403,0.4520733,1.0,0.88773596,0.5626423
PRRX2,0.15549378,1.0,0.40287843,0.09636672,0.537475
SP7,0.0,0.41368973,1.0,0.17939664,0.6367235
FOS,0.5236979,0.5984987,1.0,0.13112982,0.101110645
RBPJL,0.0,0.9475032,0.0,0.6574159,1.0
GSC,0.1749305,1.0,0.1510794,0.0,0.10993807
BCLAF1,0.7959015,0.7931838,1.0,0.6856988,0.57549894
SIX2,0.18719684,0.13376515,0.0,0.23202914,1.0
STAT2,0.6599752,0.8059161,0.7769044,0.651346,1.0
FOXA3,1.0,0.23818983,0.28788462,0.41316432,0.52372265
L3MBTL4,0.039369386,0.50952804,1.0,0.07447169,0.046253446
MAFF,0.8091572,1.0,0.36660025,0.20963186,0.2584326
KLF9,1.0,0.5084437,0.96330637,0.19069122,0.17524564
ATXN7,0.7355107,0.9080048,1.0,0.8062099,0.6609449
OSR2,0.93296266,1.0,0.2014392,0.28910014,0.29316816
GMEB2,0.496587,0.76496935,1.0,0.55365515,0.7637545
GATA4,0.5597776,1.0,0.56402975,0.6938404,0.7915541
GLI4,0.6456009,0.9226535,1.0,0.5827673,0.86881065
MYOG,1.0,0.35728475,0.0,0.61974645,0.0
TWIST2,1.0,0.057274655,0.016481943,0.011827223,0.02758539
NFATC1,0.6916171,1.0,0.13532981,0.08036761,0.12054984
NFATC2,0.7827398,1.0,0.8194137,0.08820005,0.19627361
NFATC4,1.0,0.8782114,0.5735717,0.12063767,0.13073075
TEAD3,1.0,0.4139575,0.50032365,0.23507625,0.18420589
MKX,0.6458972,1.0,0.27891582,0.3669348,0.5919742
FOXI2,,,,,
RARG,0.29988086,1.0,0.7769798,0.02065001,0.19893555
FOSB,0.633369,1.0,0.6746477,0.08037483,0.05496903
ID2,0.09163167,0.8317943,0.37486944,0.06368414,1.0
TWIST1,0.7894577,0.714555,1.0,0.32617575,0.24807408
PAX1,0.0,0.0,1.0,0.0,0.0
TCFL5,0.7406203,0.646002,1.0,0.55812293,0.5058824
NFIL3,0.7138096,0.7257837,1.0,0.56368876,0.7435964
ZFP42,1.0,0.35728475,0.0,0.30987322,0.0
AEBP1,0.84298855,1.0,0.92171884,0.16985707,0.13962461
ZNF251,0.5557782,0.69499874,1.0,0.6314762,0.7567914
CREB3L1,0.8016032,0.668268,1.0,0.3863928,0.363842
MEOX2,0.3117346,0.38186747,1.0,0.44159174,0.44780555
ATF4,0.62580377,1.0,0.7214372,0.5376712,0.8658824
NFIC,0.2326273,0.40017942,1.0,0.08751056,0.09566082
ZBTB10,0.78024936,1.0,0.8617276,0.4946913,0.54883343
FOXC2,0.3229486,1.0,0.37188777,0.06671542,0.06765419
JUND,0.7246238,0.8942063,1.0,0.3777187,0.43201238
FOXD2,0.93296266,1.0,0.8057568,0.28910014,0.29316816
SIX1,0.07238503,1.0,0.1667083,0.029906912,0.060655482
FOXP1,0.19110055,0.12073842,0.09432868,0.52019674,1.0
JUN,1.0,0.6333979,0.6142082,0.26612982,0.4075054
NFAT5,0.43893358,0.5618583,0.64910483,1.0,0.81298244
ZNF541,0.26084808,0.14911525,0.3153954,0.32331935,1.0
MZF1,0.6986669,0.85556275,1.0,0.84678715,0.77283233
ZSCAN20,0.48505417,0.6317154,1.0,0.5187957,0.48922
HOXA1,0.025444435,1.0,0.0,0.0157691,0.14391892
HLF,1.0,0.13701698,0.15721855,0.022563586,0.26923412
ALX3,0.59761095,0.77400017,1.0,0.7407345,0.727684
ZNF184,0.42687783,0.5442762,1.0,0.2766599,0.2840598
KAT8,0.58405894,0.90792084,1.0,0.6159814,0.97775835
ZNF135,0.48277572,0.43327448,0.95799494,1.0,0.7174351
ZNF575,0.43519264,0.6608227,0.9396395,0.48884773,1.0
PCGF6,0.500461,0.48351973,1.0,0.4560621,0.52575636
CIZ1,0.6129906,0.9044392,1.0,0.7123102,0.7107403
ZNF304,0.44982046,0.9523792,1.0,0.7227491,0.7774178
ZNF622,0.55046624,1.0,0.8656761,0.5974359,0.86831707
TPRXL,0.93802226,0.9216379,1.0,0.6449196,0.6632056
RCOR3,0.5367063,0.5822439,0.8916106,1.0,0.5800877
ZNF385C,1.0,0.19488259,0.15702799,0.5446257,0.333278
AEBP2,0.38050774,0.49360776,0.62644523,1.0,0.77024233
ZNF177,0.34381828,0.45974168,0.87024,1.0,0.61293554
ZNF702P,0.67262423,0.5121539,0.44758987,1.0,0.5821093
CLOCK,0.6696207,0.5118087,0.6388302,0.48988485,1.0
KLF5,0.9061148,1.0,0.98255956,0.8610609,0.46822545
PREB,0.36696532,1.0,0.6607206,0.22742547,0.41043547
ZNF773,0.59305596,0.6053996,1.0,0.5775697,0.7010614
ZNF547,0.0,1.0,0.0,0.0,0.43975228
MTA1,0.5692463,0.7468917,1.0,0.58998233,0.4490937
SMARCA1,0.76089865,0.6688698,1.0,0.50894123,0.52233326
ZNF101,0.5108256,0.64243585,1.0,0.58673257,0.7127023
NFYA,0.55654585,0.65824664,1.0,0.7175866,0.71602494
RHOXF1,0.24613672,0.5276454,0.5432522,1.0,0.25781474
NKX3-2,0.0,0.82737947,1.0,0.0,0.12128066
ZNF572,0.5263051,0.46634117,1.0,0.5088341,0.31753483
ZNF568,0.5067456,0.63216645,1.0,0.77197576,0.6996619
NR2C1,0.7453061,0.8333837,1.0,0.7868457,0.7363972
GON4L,0.6008735,0.8757363,1.0,0.7410914,0.71506524
DMAP1,0.49847338,0.7825047,1.0,0.5765018,0.7979857
FOXD1,0.80678153,0.46120116,0.55742395,1.0,0.050703563
ZNF569,0.37025893,0.62198514,1.0,0.7155737,0.7776931
ZNF846,1.0,0.6314277,0.94241476,0.6782131,0.65909994
ZNF33A,0.42569873,0.5697054,1.0,0.64596397,0.6350572
ZNF471,0.4877221,0.8035444,0.86343735,0.7611832,1.0
ZNF214,0.4764884,0.6268003,0.8074542,1.0,0.71234536
ZNF44,0.6851681,0.7995307,1.0,0.9739232,0.974986
ZBTB17,0.50079703,0.8908288,1.0,0.6823676,0.8281312
ZNF334,0.54674447,0.67179096,0.781718,1.0,0.5924146
ZNF335,0.50897384,0.8894377,0.91179633,0.79951775,1.0
ZNF785,0.42239934,0.6214223,1.0,0.80997974,0.91663194
ZMAT5,0.4785868,0.8687485,1.0,0.5047026,0.37111884
ZNF420,0.44011724,0.5624828,1.0,0.75180393,0.7534602
ZNF98,0.06964639,0.16174336,1.0,0.4100495,0.26809412
ZNF225,0.59232056,0.7808311,0.9702,1.0,0.8600352
ZNF10,0.967773,0.8279408,1.0,0.7652959,0.67362607
ZC3H11A,0.5047029,0.6063847,1.0,0.65024346,0.5386963
FOXC1,0.34393114,1.0,0.6965017,0.1764001,0.14906856
AHRR,0.46033937,0.57207733,0.674147,0.44654667,1.0
GMEB1,0.46375078,0.6294109,1.0,0.6009438,0.80575156
ZNF275,0.604921,1.0,0.7485741,0.4700209,0.63835007
ZSCAN21,0.63192296,0.90871507,1.0,0.66650414,0.7239839
MIER2,0.53082925,0.72069734,1.0,0.48524484,0.51709354
PGR,1.0,0.7860264,0.6045577,0.37184787,0.37708026
ZNF701,0.6358084,0.787782,1.0,0.587445,0.5058962
THAP3,0.4321632,0.68171406,1.0,0.4699687,0.75843126
OSR1,0.16793327,1.0,0.14503624,0.034692015,0.105540544
ZBED5,0.32081145,0.5652003,1.0,0.83070934,0.3487785
SNAI1,0.69972205,1.0,0.73381424,0.34072518,0.23558158
SMAD5,0.59405375,0.7149016,1.0,0.7258537,0.67039704
NFE2L1,0.53499854,0.94557655,1.0,0.50935835,0.5985526
HIF3A,1.0,0.36223328,0.83733755,0.37768483,0.29334268
ZNF616,0.5203916,0.6507479,1.0,0.57514435,0.47013295
FOXI3,0.7955866,0.85275286,0.0,0.0,1.0
ZIC2,1.0,0.90545017,0.03523302,0.10119482,0.2565793
ZNF394,0.6549295,0.6931031,1.0,0.9984559,0.8796466
FOXH1,0.31098756,1.0,0.26858562,0.19273344,0.9772273
SMARCE1,0.5183864,0.7954988,1.0,0.75972015,0.7325797
TP63,0.84208816,0.7521632,1.0,0.19570544,0.5623013
TEAD2,0.66093075,0.80252254,1.0,0.33415514,0.12258195
HESX1,1.0,0.733374,0.6250127,0.3180278,0.2770217
MNT,0.4631485,0.81083184,1.0,0.40758917,0.61270994
IRF3,0.7301447,1.0,0.7415298,0.4902133,0.45887193
ZNF496,0.41185194,0.6555594,1.0,0.5303568,0.39251536
ZNF189,0.49753305,1.0,0.9910444,0.4776057,0.48099986
PPP1R13L,1.0,0.74008983,0.92534345,0.28773943,0.39279193
TBX20,0.46314847,0.30731237,1.0,0.18452227,0.0727684
ZNF880,0.52175677,0.70735836,1.0,0.77960026,0.7310529
ZBTB26,0.43442082,0.96197283,0.9812641,1.0,0.44403124
ZNF561,0.8190864,1.0,0.98112744,0.7933248,0.82518226
CSRNP2,0.35710046,0.7388851,1.0,0.58643895,0.7972031
ZNF692,0.59823346,0.7687734,1.0,0.96575195,0.85199666
ZNF440,0.47049692,0.7284393,0.8595791,1.0,0.839689
ZBTB47,0.23838526,0.7665428,1.0,0.6437174,0.61532104
KLF11,1.0,0.7670685,0.9694074,0.42243943,0.69259644
ZNF557,0.49754676,0.79226524,1.0,0.66238767,0.835775
ZNF473,0.93757504,0.8374532,0.6851649,0.5642975,1.0
ZNF556,0.2547731,0.66752803,0.88014317,1.0,0.8272687
ATF7,0.49841848,0.56034166,1.0,0.37045476,0.29935148
NR1H2,0.81972706,1.0,0.90249014,0.92451024,0.8504971
GRHL3,0.46101803,0.8235735,0.19908,1.0,0.5794693
USF1,0.5898891,1.0,0.99973536,0.9743746,0.9849831
DNAJC2,0.65693957,0.78905874,1.0,0.8308898,0.74491864
