Name,Coefficient,Coefficient_std_error,Coefficient_P_value,Phenotype
Neur_Gly_7,2.630262107734701e-08,2.5369131449603106e-07,0.4587117970639747,ALC
Per_3,4.078182407726165e-09,4.736254906687373e-08,0.4656912217124322,ALC
Neur_Tel_Glut_SATB2_2,5.296084446934955e-09,6.295084606918118e-08,0.4664763483406095,ALC
Neur_HB_Glut_NBL_3,4.122700608594124e-09,5.40828597492892e-08,0.4696183210265549,ALC
Neur_HB_Glut_NBL_1,3.660074450558673e-09,5.4577262602415705e-08,0.4732660700985808,ALC
End_5,2.4392703992916163e-09,4.17138562318168e-08,0.4766846350294136,ALC
End_3,1.6984958149784002e-09,4.456715433959162e-08,0.4847996173468048,ALC
Neur_HB_Glut_NBL_2,2.846139778943986e-10,6.001367975714217e-08,0.4981080292991302,ALC
Per_2,-5.614261851185577e-11,4.46614440286643e-08,0.5005014987500975,ALC
Neur_Tel_Glut_NBL_1,-4.107680653060194e-09,8.024579450544859e-08,0.5204124355956586,ALC
OPC_1,-1.3363963714588897e-08,2.041838013609087e-07,0.5260924035173702,ALC
Rgl_CB_1,-7.693561002915873e-09,8.726156134702851e-08,0.5351278949185521,ALC
End_4,-8.223883124812597e-09,4.573256596685068e-08,0.5713552316739547,ALC
Per_6,-9.128247307253704e-09,4.685938029715065e-08,0.5772255732111047,ALC
Gbl_HB_4,-4.1441979554910783e-08,1.91905520225032e-07,0.585486603321081,ALC
Rgl_Tel_dorsal,-1.8538122635489807e-08,8.425347012427698e-08,0.587075326432829,ALC
VLMC_SLC6A13_3,-7.029495340007695e-08,3.169576003554244e-07,0.5877575441444577,ALC
End_7,-1.2785315590397692e-08,5.19782947705804e-08,0.5971488688631397,ALC
Per_7,-2.5947481625075843e-08,8.682164388579235e-08,0.6174764126037918,ALC
